Gene,X,Transcript.stable.ID,Plasmodium.falciparum.3D7.gene.stable.ID,X.id..query.gene.identical.to.target.Plasmodium.falciparum.3D7.gene,Plasmodium.knowlesi.gene.stable.ID,X.id..query.gene.identical.to.target.Plasmodium.knowlesi.gene,X.id..target.Plasmodium.falciparum.3D7.gene.identical.to.query.gene,X.id..target.Plasmodium.knowlesi.gene.identical.to.query.gene,Plasmodium.falciparum.3D7.orthology.confidence..0.low..1.high.,Plasmodium.knowlesi.orthology.confidence..0.low..1.high.,orth_name,Transcript.count,Plasmodium.falciparum.3D7.homology.type,Plasmodium.knowlesi.homology.type,Pm,Po,Pv,Pg,Py,Pc,Pcyb
PBANKA_0813400,PBANKA_081340,CDS46234,PF3D7_0912400,63.0045,PKH_070970,62.4719,62.0309,61.3687,1,1,ORTH_2807,1,ortholog_one2one,ortholog_one2one,PmUG01_07023900,PocGH01_07019800,PVX_099055,PGAL8A_00425100,PY17X_0816700,PCHAS_0813700,PCYB_072010
PBANKA_0813500,PBANKA_081350,CDS46235,PF3D7_0912500,50.6944,PKH_070980,51.3072,59.1093,63.5628,1,1,ORTH_2808,1,ortholog_one2one,ortholog_one2one,PmUG01_07024000,PocGH01_07019900,PVX_099060,PGAL8A_00425200,PY17X_0816800,PCHAS_0813800,PCYB_072020
PBANKA_0813600,PBANKA_081360,CDS46236,PF3D7_0912600,30.0221,PKH_070990,18.5855,26.9041,22.3541,1,0,ORTH_2809,1,ortholog_one2one,ortholog_one2one,PmUG01_07024100,PocGH01_07020000,PVX_099065,PGAL8A_00425300,PY17X_0816900,PCHAS_0813900,PCYB_072030
PBANKA_0813700,PBANKA_081370,CDS46237,PF3D7_0912700,60,PKH_071000,57.3034,59.3023,59.3023,1,1,ORTH_2810,1,ortholog_one2one,ortholog_one2one,PmUG01_07024200,PocGH01_07020100,PVX_099070,PGAL8A_00425400,PY17X_0817000,PCHAS_0814000,PCYB_072040
PBANKA_0813800,PBANKA_081380,CDS46238,PF3D7_0912800,46.1039,PKH_071010,46.6321,49.4774,47.0383,1,1,ORTH_2811,1,ortholog_one2one,ortholog_one2one,PmUG01_07024300,PocGH01_07020200,PVX_099075,PGAL8A_00425500,PY17X_0817100,PCHAS_0814100,PCYB_072050
PBANKA_0813900,PBANKA_081390,CDS46239,PF3D7_0912900,83.7278,PKH_071020,87.7301,88.7147,89.6552,1,1,ORTH_2812,1,ortholog_one2one,ortholog_one2one,PmUG01_07024400,PocGH01_07020300,PVX_099080,PGAL8A_00425600,PY17X_0817200,PCHAS_0814200,PCYB_072060
PBANKA_0814000,PBANKA_081400,CDS46240,PF3D7_0913000,66.6667,PKH_071030,64.6258,67.5862,65.5172,1,1,ORTH_2813,1,ortholog_one2one,ortholog_one2one,PmUG01_07024500,PocGH01_07020400,PVX_099085,PGAL8A_00425700,PY17X_0817300,PCHAS_0814300,PCYB_072070
PBANKA_0814100,PBANKA_081410,CDS46241,PF3D7_0913100,37.6943,PKH_071040,40.2159,37.5,38.4021,1,1,ORTH_2814,1,ortholog_one2one,ortholog_one2one,PmUG01_07024600,PocGH01_07020500,PVX_099090,PGAL8A_00425800,PY17X_0817400,PCHAS_0814400,PCYB_072080
PBANKA_0814200,PBANKA_081420,CDS46242,PF3D7_0913200,62.3188,PKH_071050,67.9715,66.9261,74.3191,1,1,ORTH_2815,1,ortholog_one2one,ortholog_one2one,PmUG01_07024700,PocGH01_07020600,PVX_099095,PGAL8A_00426000,PY17X_0817500,PCHAS_0814500,PCYB_072090
PBANKA_0814300,PBANKA_081430,CDS46243,PF3D7_0913300,50.774,PKH_071060,52.8053,55.8773,54.5145,1,1,ORTH_2816,1,ortholog_one2one,ortholog_one2one,PmUG01_07024800,PocGH01_07020700,PVX_099100,PGAL8A_00426100,PY17X_0817600,PCHAS_0814600,PCYB_072100
PBANKA_0814400,PBANKA_081440,CDS46244,PF3D7_0913400,74.4048,PKH_071070,70.4819,71.4286,66.8571,1,1,ORTH_2817,1,ortholog_one2one,ortholog_one2one,PmUG01_07024900,PocGH01_07020800,PVX_099105,PGAL8A_00426200,PY17X_0817700,PCHAS_0814700,PCYB_072110
PBANKA_0814500,PBANKA_081450,CDS46245,PF3D7_0913500,58.1019,PKH_071080,55.6064,57.4371,55.6064,1,1,ORTH_2818,1,ortholog_one2one,ortholog_one2one,PmUG01_07025000,PocGH01_07020900,PVX_099107,PGAL8A_00426300,PY17X_0817800,PCHAS_0814800,PCYB_072120
PBANKA_0814600,PBANKA_081460,CDS46246,PF3D7_0913600,30.5443,PKH_071090,30.5859,35.1402,28.785,1,1,ORTH_2819,1,ortholog_one2one,ortholog_one2one,PmUG01_07025100,PocGH01_07021000,PVX_099110,PGAL8A_00426400,PY17X_0817900,PCHAS_0814900,PCYB_072130
PBANKA_0814700,PBANKA_081470,CDS46247,PF3D7_0913700,57.2079,PKH_071100,54.9451,61.0032,56.6343,1,1,ORTH_2820,1,ortholog_one2one,ortholog_one2one,PmUG01_07025200,PocGH01_07021100,PVX_099115,PGAL8A_00426500,PY17X_0818000,PCHAS_0815000,PCYB_072140
PBANKA_0814900,PBANKA_081490,CDS46249,PF3D7_0913900,30.3287,PKH_071110,30.3063,32.3164,31.2994,1,1,ORTH_2821,1,ortholog_one2one,ortholog_one2one,PmUG01_07025400,PocGH01_07021300,PVX_099120,PGAL8A_00426700,PY17X_0818200,PCHAS_0815200,PCYB_072150
PBANKA_0815000,PBANKA_081500,CDS46250,PF3D7_0914000,35.288,PKH_071120,41.5094,44.1099,43.1937,1,1,ORTH_2822,1,ortholog_one2one,ortholog_one2one,PmUG01_07025500,PocGH01_07021400,PVX_099125,PGAL8A_00426800,PY17X_0818300,PCHAS_0815300,PCYB_072160
PBANKA_0815100,PBANKA_081510,CDS46251,PF3D7_0914100,25.2144,PKH_071130,29.2027,27.7883,28.7335,1,1,ORTH_2823,1,ortholog_one2one,ortholog_one2one,PmUG01_07025600,PocGH01_07021500,PVX_099130,PGAL8A_00426900,PY17X_0818400,PCHAS_0815400,PCYB_072170
PBANKA_0815200,PBANKA_081520,CDS46252,PF3D7_0914200,59.8086,PKH_071140,61.8138,58.0046,60.0928,1,1,ORTH_2824,1,ortholog_one2one,ortholog_one2one,PmUG01_07025700,PocGH01_07021600,PVX_099135,PGAL8A_00427000,PY17X_0818500,PCHAS_0815500,PCYB_072180
PBANKA_0815300,PBANKA_081530,CDS46253,PF3D7_0914300,45.7106,PKH_071150,40.6877,50.1404,39.8876,1,1,ORTH_2825,1,ortholog_one2one,ortholog_one2one,PmUG01_07025800,PocGH01_07021700,PVX_099140,PGAL8A_00427200,PY17X_0818600,PCHAS_0815600,PCYB_072190
PBANKA_0815400,PBANKA_081540,CDS46254,PF3D7_0914400,89.5582,PKH_071160,91.9679,89.5582,91.9679,1,1,ORTH_2826,1,ortholog_one2one,ortholog_one2one,PmUG01_07025900,PocGH01_07021800,PVX_099145,PGAL8A_00427300,PY17X_0818700,PCHAS_0815700,PCYB_072200
PBANKA_0815500,PBANKA_081550,CDS46255,PF3D7_0914500,24.1898,PKH_071170,20.9288,28.3967,23.5734,0,0,ORTH_2827,1,ortholog_one2one,ortholog_one2one,PmUG01_07026000,PocGH01_07021900,PVX_099150,PGAL8A_00427400,PY17X_0818800,PCHAS_0815800,PCYB_072210
PBANKA_0815600,PBANKA_081560,CDS46256,PF3D7_0914600,77.4775,PKH_071180,87.2549,84.3137,87.2549,1,1,ORTH_2828,1,ortholog_one2one,ortholog_one2one,PmUG01_07026100,PocGH01_07022000,PVX_099155,PGAL8A_00427500,PY17X_0818900,PCHAS_0815900,PCYB_072220
PBANKA_0815700,PBANKA_081570,CDS46257,PF3D7_0914700,61.0465,PKH_071190,66.6667,64.1548,64.7658,1,1,ORTH_2829,1,ortholog_one2one,ortholog_one2one,PmUG01_07026200,PocGH01_07022100,PVX_099160,PGAL8A_00427600,PY17X_0819000,PCHAS_0816000,PCYB_072230
PBANKA_0815800,PBANKA_081580,CDS46258,PF3D7_0914800,87.9808,PKH_071210,84.058,88.4058,84.058,1,0,ORTH_2830,1,ortholog_one2one,ortholog_one2one,PmUG01_07026300,PocGH01_07022200,PVX_099165,PGAL8A_00427700,PY17X_0819100,PCHAS_0816100,PCYB_072240
PBANKA_0815900,PBANKA_081590,CDS46259,PF3D7_0914900,26.0931,PKH_071220,20.1923,37.2233,38.0282,1,0,ORTH_2831,1,ortholog_one2one,ortholog_one2one,PmUG01_07026400,PocGH01_07022300,PVX_099175,PGAL8A_00427800,PY17X_0819200,PCHAS_0816200,PCYB_072250
PBANKA_0816000,PBANKA_081600,CDS46260,PF3D7_0915000,62.2889,PKH_071230,58.9118,60.9174,57.6147,1,1,ORTH_2832,1,ortholog_one2one,ortholog_one2one,PmUG01_07026500,PocGH01_07022400,PVX_099180,PGAL8A_00427900,PY17X_0819300,PCHAS_0816300,PCYB_072260
PBANKA_0816100,PBANKA_081610,CDS46261,PF3D7_0915100,93.7107,PKH_071240,93.7107,93.7107,93.7107,1,0,ORTH_2833,1,ortholog_one2one,ortholog_one2one,PmUG01_07026600,PocGH01_07022500,PVX_099185,PGAL8A_00428000,PY17X_0819400,PCHAS_0816400,PCYB_072270
PBANKA_0816200,PBANKA_081620,CDS46262,PF3D7_0915200,48.1366,PKH_071250,36.9627,49.5208,41.2141,1,1,ORTH_2834,1,ortholog_one2one,ortholog_one2one,PmUG01_07026700,PocGH01_07022600,PVX_099190,PGAL8A_00428100,PY17X_0819500,PCHAS_0816500,PCYB_072280
PBANKA_0816300,PBANKA_081630,CDS46263,PF3D7_0915300,45.3537,PKH_071260,36.7925,47.5983,39.738,1,0,ORTH_2835,1,ortholog_one2one,ortholog_one2one,PmUG01_07026800,PocGH01_07022700,PVX_099195,PGAL8A_00428200,PY17X_0819600,PCHAS_0816600,PCYB_072290
PBANKA_0816400,PBANKA_081640,CDS46264,PF3D7_0915400,77.7856,PKH_071270,78.4757,84.9115,85.6043,1,1,ORTH_2836,1,ortholog_one2one,ortholog_one2one,PmUG01_07026900,PocGH01_07022800,PVX_099200,PGAL8A_00428300,PY17X_0819700,PCHAS_0816700,PCYB_072300
PBANKA_0816500,PBANKA_081650,CDS46265,PF3D7_0915500,39.1566,PKH_071280,35.8491,37.8457,35.9534,1,1,ORTH_2837,1,ortholog_one2one,ortholog_one2one,PmUG01_07027000,PocGH01_07022900,PVX_099205,PGAL8A_00428400,PY17X_0819800,PCHAS_0816800,PCYB_072310
PBANKA_0816600,PBANKA_081660,CDS46266,PF3D7_0915600,39.0756,PKH_071290,33.2046,39.7436,36.7521,1,1,ORTH_2838,1,ortholog_one2one,ortholog_one2one,PmUG01_07027100,PocGH01_07023000,PVX_099210,PGAL8A_00428500,PY17X_0819900,PCHAS_0816900,PCYB_072320
PBANKA_0816700,PBANKA_081670,CDS46267,PF3D7_0915700,80.9524,PKH_071300,81.0526,80.5263,81.0526,1,0,ORTH_2839,1,ortholog_one2one,ortholog_one2one,PmUG01_07027200,PocGH01_07023100,PVX_099215,PGAL8A_00428600,PY17X_0820000,PCHAS_0817000,PCYB_072330
PBANKA_0816800,PBANKA_081680,CDS46268,PF3D7_0915800,63.1336,PKH_071310,66.8203,63.1336,66.8203,1,1,ORTH_2840,1,ortholog_one2one,ortholog_one2one,PmUG01_07027300,PocGH01_07023200,PVX_099220,PGAL8A_00428700,PY17X_0820100,PCHAS_0817100,PCYB_072340
PBANKA_0816900,PBANKA_081690,CDS46269,PF3D7_0915900,47.5904,PKH_071320,53.0488,50.641,55.7692,1,1,ORTH_2841,1,ortholog_one2one,ortholog_one2one,PmUG01_07027400,PocGH01_07023300,PVX_099225,PGAL8A_00428800,PY17X_0820200,PCHAS_0817200,PCYB_072350
PBANKA_0817000,PBANKA_081700,CDS46270,PF3D7_0916000,36.4032,PKH_071330,36.1484,40.0638,36.5523,1,1,ORTH_2842,1,ortholog_one2one,ortholog_one2one,PmUG01_07027500,PocGH01_07023400,PVX_099230,PGAL8A_00428900,PY17X_0820300,PCHAS_0817300,PCYB_072360
PBANKA_0817100,PBANKA_081710,CDS46271,PF3D7_0916100,56.1111,PKH_071340,50.2793,56.7416,50.5618,1,0,ORTH_2843,1,ortholog_one2one,ortholog_one2one,PmUG01_07027600,PocGH01_07023500,PVX_099235,PGAL8A_00429000,PY17X_0820400,PCHAS_0817400,PCYB_072370
PBANKA_0817200,PBANKA_081720,CDS46272,PF3D7_0916200,52.6224,PKH_071350,52.4263,60.2603,55.1552,1,1,ORTH_2844,1,ortholog_one2one,ortholog_one2one,PmUG01_07027700,PocGH01_07023600,PVX_099240,PGAL8A_00429100,PY17X_0820500,PCHAS_0817500,PCYB_072380
PBANKA_0817300,PBANKA_081730,CDS46273,PF3D7_0916300,58.9041,PKH_071360,62.6761,61.6487,63.7993,1,1,ORTH_2845,1,ortholog_one2one,ortholog_one2one,PmUG01_07027800,PocGH01_07023700,PVX_099245,PGAL8A_00429200,PY17X_0820600,PCHAS_0817600,PCYB_072390
PBANKA_0817400,PBANKA_081740,CDS46274,PF3D7_0916400,23.2632,PKH_071370,27.3355,31.0875,27.321,0,1,ORTH_2846,1,ortholog_one2one,ortholog_one2one,PmUG01_07027900,PocGH01_07023800,PVX_099247,PGAL8A_00429300,PY17X_0820700,PCHAS_0817700,PCYB_072400
PBANKA_0817500,PBANKA_081750,CDS46275,PF3D7_0916500,65.5405,PKH_071380,67.3401,65.7627,67.7966,1,1,ORTH_2847,1,ortholog_one2one,ortholog_one2one,PmUG01_07028000,PocGH01_07023900,PVX_099250,PGAL8A_00429400,PY17X_0820800,PCHAS_0817800,PCYB_072410
PBANKA_0817600,PBANKA_081760,CDS46276,PF3D7_0916600,66.21,PKH_071390,56.962,65.9091,61.3636,1,1,ORTH_2848,1,ortholog_one2one,ortholog_one2one,PmUG01_07028100,PocGH01_07024000,PVX_099255,PGAL8A_00429500,PY17X_0820900,PCHAS_0817900,PCYB_072420
PBANKA_0817700,PBANKA_081770,CDS46277,PF3D7_0916700,70.6186,PKH_071400,79.4118,79.6512,78.4884,1,1,ORTH_2849,1,ortholog_one2one,ortholog_one2one,PmUG01_07028200,PocGH01_07024100,PVX_099257,PGAL8A_00429600,PY17X_0821000,PCHAS_0818000,PCYB_072430
PBANKA_0817800,PBANKA_081780,CDS46278,PF3D7_0916800,63.2653,PKH_071410,68.75,64.5833,68.75,1,1,ORTH_2850,1,ortholog_one2one,ortholog_one2one,PmUG01_07028300,PocGH01_07024200,PVX_099263,PGAL8A_00429700,PY17X_0821100,PCHAS_0818100,PCYB_072440
PBANKA_0817900,PBANKA_081790,CDS46279,PF3D7_0916900,34.0361,PKH_071420,33.0645,40.7942,29.6029,1,0,ORTH_2851,1,ortholog_one2one,ortholog_one2one,PmUG01_07028400,PocGH01_07024300,PVX_099265,PGAL8A_00429800,PY17X_0821200,PCHAS_0818200,PCYB_072450
PBANKA_0818000,PBANKA_081800,CDS46280,PF3D7_0917000,58.4337,PKH_071430,56.1952,57.9262,55.646,1,0,ORTH_2852,1,ortholog_one2one,ortholog_one2one,PmUG01_07028500,PocGH01_07024400,PVX_099270,PGAL8A_00429900,PY17X_0821300,PCHAS_0818300,PCYB_072460
PBANKA_0818100,PBANKA_081810,CDS46281,PF3D7_0917100,33.5535,PKH_071440,40.3909,45.3571,44.2857,1,1,ORTH_2853,1,ortholog_one2one,ortholog_one2one,PmUG01_07028600,PocGH01_07024500,PVX_099275,PGAL8A_00430000,PY17X_0821400,PCHAS_0818400,PCYB_072470
PBANKA_0818200,PBANKA_081820,CDS46282,PF3D7_0917200,59.5679,PKH_071450,56.4815,59.5679,56.4815,1,1,ORTH_2854,1,ortholog_one2one,ortholog_one2one,PmUG01_07028700,PocGH01_07024600,PVX_099280,PGAL8A_00430100,PY17X_0821500,PCHAS_0818500,PCYB_072480
PBANKA_0818300,PBANKA_081830,CDS46283,PF3D7_0917300,60.472,PKH_071460,69.6165,60.8309,70.0297,1,1,ORTH_2855,1,ortholog_one2one,ortholog_one2one,PmUG01_07028800,PocGH01_07024700,PVX_099285,PGAL8A_00430200,PY17X_0821600,PCHAS_0818600,PCYB_072490
PBANKA_0818400,PBANKA_081840,CDS46284,PF3D7_0917400,18.6677,PKH_071470,18.6113,16.3501,17.6391,0,0,ORTH_2856,1,ortholog_one2one,ortholog_one2one,PmUG01_07028900,PocGH01_07024800,PVX_099290,PGAL8A_00430300,PY17X_0821700,PCHAS_0818700,PCYB_072500
PBANKA_0818500,PBANKA_081850,CDS46285,PF3D7_0917500,66.0793,PKH_071480,69.219,67.6692,67.9699,1,1,ORTH_2857,1,ortholog_one2one,ortholog_one2one,PmUG01_07029000,PocGH01_07024900,PVX_099295,PGAL8A_00430400,PY17X_0821800,PCHAS_0818800,PCYB_072510
PBANKA_0818600,PBANKA_081860,CDS46286,PF3D7_0917600,73.6585,PKH_071490,70.1284,77.2379,76.8542,1,1,ORTH_2858,1,ortholog_one2one,ortholog_one2one,PmUG01_07029100,PocGH01_07025000,PVX_099300,PGAL8A_00430500,PY17X_0821900,PCHAS_0818900,PCYB_072520
PBANKA_0818700,PBANKA_081870,CDS46287,PF3D7_0917700,73.4637,PKH_071500,74.7875,77.8107,78.1065,1,1,ORTH_2859,1,ortholog_one2one,ortholog_one2one,PmUG01_07029200,PocGH01_07025100,PVX_099305,PGAL8A_00430600,PY17X_0822000,PCHAS_0819000,PCYB_072530
PBANKA_0818800,PBANKA_081880,CDS46288,PF3D7_0917800,49.6567,PKH_071510,46.2963,49.2063,45.3515,1,1,ORTH_2860,1,ortholog_one2one,ortholog_one2one,PmUG01_07029300,PocGH01_07025200,PVX_099310,PGAL8A_00430700,PY17X_0822100,PCHAS_0819100,PCYB_072540
PBANKA_0819000,PBANKA_081900,CDS46290,PF3D7_0918000,79.2929,PKH_071530,79.4937,79.4937,79.4937,1,0,ORTH_2862,1,ortholog_one2one,ortholog_one2one,PmUG01_07029500,PocGH01_07025400,PVX_099320,PGAL8A_00430800,PY17X_0822300,PCHAS_0819300,PCYB_072560
PBANKA_0819100,PBANKA_081910,CDS46291,PF3D7_0918100,39.2308,PKH_071540,46.2963,34.4595,50.6757,1,1,ORTH_2863,1,ortholog_one2one,ortholog_one2one,PmUG01_07029600,PocGH01_07025500,PVX_099325,PGAL8A_00430900,PY17X_0822400,PCHAS_0819400,PCYB_072570
PBANKA_0819200,PBANKA_081920,CDS46292,PF3D7_0918200.1,75.3943,PKH_071550,76.1905,75.873,76.1905,1,1,ORTH_2864,1,ortholog_one2one,ortholog_one2one,PmUG01_07029700,PocGH01_07025600,PVX_099330,PGAL8A_00431000,PY17X_0822500,PCHAS_0819500,PCYB_072580
PBANKA_0819300,PBANKA_081930,CDS46293,PF3D7_0918300,80.3125,PKH_071560,82.8125,82.1086,84.6645,1,1,ORTH_2865,1,ortholog_one2one,ortholog_one2one,PmUG01_07029800,PocGH01_07025700,PVX_099335,PGAL8A_00431100,PY17X_0822600,PCHAS_0819600,PCYB_072590
PBANKA_0819400,PBANKA_081940,CDS46294,PF3D7_0918400,54.4767,PKH_071570,52.8911,58.3437,54.1096,1,1,ORTH_2866,1,ortholog_one2one,ortholog_one2one,PmUG01_07029900,PocGH01_07025800,PVX_099340,PGAL8A_00431200,PY17X_0822700,PCHAS_0819700,PCYB_072600
PBANKA_0819700,PBANKA_081970,CDS46297,PF3D7_0918800,52.6863,PKH_071600,62.9921,57.2505,60.2637,1,1,ORTH_2869,1,ortholog_one2one,ortholog_one2one,PmUG01_07030300,PocGH01_07026200,PVX_099355,PGAL8A_00431600,PY17X_0823000,PCHAS_0820000,PCYB_072630
PBANKA_0819800,PBANKA_081980,CDS46298,PF3D7_0918900,60.5833,PKH_071610,64.4289,66.5977,66.4943,1,1,ORTH_2870,1,ortholog_one2one,ortholog_one2one,PmUG01_07030400,PocGH01_07026300,PVX_099360,PGAL8A_00431700,PY17X_0823100,PCHAS_0820100,PCYB_072640
PBANKA_0819900,PBANKA_081990,CDS46299,PF3D7_0919000,78.8104,PKH_071620,79.7203,79.4007,85.3933,1,1,ORTH_2871,1,ortholog_one2one,ortholog_one2one,PmUG01_07030500,PocGH01_07026400,PVX_099365,PGAL8A_00431800,PY17X_0823200,PCHAS_0820200,PCYB_072650
PBANKA_0820000,PBANKA_082000,CDS46300,PF3D7_0919100,77.2973,PKH_071630,76.7196,75.0656,76.1155,1,0,ORTH_2872,1,ortholog_one2one,ortholog_one2one,PmUG01_07030600,PocGH01_07026500,PVX_099370,PGAL8A_00431900,PY17X_0823300,PCHAS_0820300,PCYB_072660
PBANKA_0820100,PBANKA_082010,CDS46301,PF3D7_0919200,58,PKH_071640,48.1481,59.6708,58.8477,1,1,ORTH_2873,1,ortholog_one2one,ortholog_one2one,PmUG01_07030700,PocGH01_07026600,PVX_099375,PGAL8A_00432000,PY17X_0823400,PCHAS_0820400,PCYB_072670
PBANKA_0820200,PBANKA_082020,CDS46302,PF3D7_0919300,84.5411,PKH_071650,84.6154,84.9515,85.4369,1,1,ORTH_2874,1,ortholog_one2one,ortholog_one2one,PmUG01_07030800,PocGH01_07026700,PVX_099380,PGAL8A_00432100,PY17X_0823500,PCHAS_0820500,PCYB_072680
PBANKA_0820300,PBANKA_082030,CDS46303,PF3D7_0919400,59.8058,PKH_071660,53.7109,60.5108,54.0275,1,1,ORTH_2875,1,ortholog_one2one,ortholog_one2one,PmUG01_07030900,PocGH01_07026800,PVX_099385,PGAL8A_00432200,PY17X_0823600,PCHAS_0820600,PCYB_072690
PBANKA_0820400,PBANKA_082040,CDS46304,PF3D7_0919500,49.3697,PKH_071670,50.8584,48.2546,48.6653,1,1,ORTH_2876,1,ortholog_one2one,ortholog_one2one,PmUG01_07031000,PocGH01_07026900,PVX_099390,PGAL8A_00432300,PY17X_0823700,PCHAS_0820700,PCYB_072700
PBANKA_0820500,PBANKA_082050,CDS46305,PF3D7_0919600,51.3627,PKH_071680,42.485,47.2973,40.9266,1,1,ORTH_2877,1,ortholog_one2one,ortholog_one2one,PmUG01_07031100,PocGH01_07027000,PVX_099395,PGAL8A_00432400,PY17X_0823800,PCHAS_0820800,PCYB_072710
PBANKA_0820600,PBANKA_082060,CDS46306,PF3D7_0919700,71.9008,PKH_071690,69.4215,71.9008,69.4215,1,1,ORTH_2878,1,ortholog_one2one,ortholog_one2one,PmUG01_07031200,PocGH01_07027100,PVX_099400,PGAL8A_00432500,PY17X_0823900,PCHAS_0820900,PCYB_072720
PBANKA_0820700,PBANKA_082070,CDS46307,PF3D7_0919800,43.1354,PKH_071700,49.0343,46.2227,45.4274,1,1,ORTH_2879,1,ortholog_one2one,ortholog_one2one,PmUG01_07031300,PocGH01_07027200,PVX_099405,PGAL8A_00432600,PY17X_0824000,PCHAS_0821000,PCYB_072730
PBANKA_0820900,PBANKA_082090,CDS46309,PF3D7_0920000,52.1807,PKH_071720,57.1171,61.6943,58.3794,1,1,ORTH_2881,1,ortholog_one2one,ortholog_one2one,PmUG01_07031500,PocGH01_07027400,PVX_099415,PGAL8A_00432800,PY17X_0824200,PCHAS_0821200,PCYB_072750
PBANKA_0821000,PBANKA_082100,CDS46310,PF3D7_0920100,50.2008,PKH_071730,53.3613,51.0204,51.8367,1,0,ORTH_2882,1,ortholog_one2one,ortholog_one2one,PmUG01_07031600,PocGH01_07027500,PVX_099420,PGAL8A_00432900,PY17X_0824300,PCHAS_0821300,PCYB_072760
PBANKA_0821100,PBANKA_082110,CDS46311,PF3D7_0920200,58.1892,PKH_071740,57.7375,61.5054,58.172,1,0,ORTH_2883,1,ortholog_one2one,ortholog_one2one,PmUG01_07031700,PocGH01_07027600,PVX_099425,PGAL8A_00433000,PY17X_0824400,PCHAS_0821400,PCYB_072770
PBANKA_0821200,PBANKA_082120,CDS46312,PF3D7_0920300,42.246,PKH_071750,37.4332,42.4731,37.6344,1,1,ORTH_2884,1,ortholog_one2one,ortholog_one2one,PmUG01_07031800,PocGH01_07027700,PVX_099430,PGAL8A_00433100,PY17X_0824500,PCHAS_0821500,PCYB_072780
PBANKA_0821300,PBANKA_082130,CDS46313,PF3D7_0920400,28.7257,PKH_071760,29.9208,36.1413,33.356,1,1,ORTH_2885,1,ortholog_one2one,ortholog_one2one,PmUG01_07031900,PocGH01_07027800,PVX_099435,PGAL8A_00433200,PY17X_0824600,PCHAS_0821600,PCYB_072790
PBANKA_0821400,PBANKA_082140,CDS46314,PF3D7_0920500,69.6335,PKH_071770,71.7277,69.6335,71.7277,1,1,ORTH_2886,1,ortholog_one2one,ortholog_one2one,PmUG01_07032000,PocGH01_07027900,PVX_099440,PGAL8A_00433300,PY17X_0824700,PCHAS_0821700,PCYB_072800
PBANKA_0821500,PBANKA_082150,CDS46315,PF3D7_0920600,42.4668,PKH_071780,41.6239,49.6546,42.0553,1,1,ORTH_2887,1,ortholog_one2one,ortholog_one2one,PmUG01_07032100,PocGH01_07028000,PVX_099445,PGAL8A_00433500,PY17X_0824800,PCHAS_0821800,PCYB_072810
PBANKA_0821600,PBANKA_082160,CDS46316,PF3D7_0920700,47.3862,PKH_071790,57.8544,55.9761,60.1594,1,1,ORTH_2888,1,ortholog_one2one,ortholog_one2one,PmUG01_07032200,PocGH01_07028100,PVX_099450,PGAL8A_00433600,PY17X_0824900,PCHAS_0821900,PCYB_072820
PBANKA_0821700,PBANKA_082170,CDS46317,PF3D7_0920800,83.3333,PKH_071800,84.7059,83.8264,85.2071,1,1,ORTH_2889,1,ortholog_one2one,ortholog_one2one,PmUG01_07032300,PocGH01_07028200,PVX_099455,PGAL8A_00433700,PY17X_0825000,PCHAS_0822000,PCYB_072830
PBANKA_0821800,PBANKA_082180,CDS46318,PF3D7_0920900,48.125,PKH_071810,46.2687,47.0468,44.1955,1,1,ORTH_2890,1,ortholog_one2one,ortholog_one2one,PmUG01_07032400,PocGH01_07028300,PVX_099460,PGAL8A_00433800,PY17X_0825100,PCHAS_0822100,PCYB_072840
PBANKA_0822000,PBANKA_082200,CDS46320,PF3D7_0921100,51.5556,PKH_071830,46.1538,48.7395,40.3361,1,1,ORTH_2891,1,ortholog_one2one,ortholog_one2one,PmUG01_07032600,PocGH01_07028500,PVX_099475,PGAL8A_00434000,PY17X_0825300,PCHAS_0822300,PCYB_072870
PBANKA_0822100,PBANKA_082210,CDS46321,PF3D7_0921200,35.795,PKH_071840,31.7489,39.6726,34.0876,1,1,ORTH_2892,1,ortholog_one2one,ortholog_one2one,PmUG01_07032700,PocGH01_07028600,PVX_099480,PGAL8A_00434100,PY17X_0825400,PCHAS_0822400,PCYB_072880
PBANKA_0822200,PBANKA_082220,CDS46322,PF3D7_0921300,77.572,PKH_071850,69.9029,77.732,74.2268,1,0,ORTH_2893,1,ortholog_one2one,ortholog_one2one,PmUG01_07032800,PocGH01_07028700,PVX_099485,PGAL8A_00434200,PY17X_0825500,PCHAS_0822500,PCYB_072890
PBANKA_0822300,PBANKA_082230,CDS46323,PF3D7_0921400,62.3482,PKH_071860,58.7361,63.3745,65.0206,1,1,ORTH_2894,1,ortholog_one2one,ortholog_one2one,PmUG01_07032900,PocGH01_07028800,PVX_099490,PGAL8A_00434300,PY17X_0825600,PCHAS_0822600,PCYB_072900
PBANKA_0822400,PBANKA_082240,CDS46324,PF3D7_0921500,42.7553,PKH_071870,36.1751,41.1899,35.9268,1,1,ORTH_2895,1,ortholog_one2one,ortholog_one2one,PmUG01_07033000,PocGH01_07028900,PVX_099495,PGAL8A_00434400,PY17X_0825700,PCHAS_0822700,PCYB_072910
PBANKA_0822500,PBANKA_082250,CDS46325,PF3D7_0921600,47.3333,PKH_071880,43.2115,48.2695,40.9147,1,0,ORTH_2896,1,ortholog_one2one,ortholog_one2one,PmUG01_07033100,PocGH01_07029000,PVX_099500,PGAL8A_00434500,PY17X_0825800,PCHAS_0822800,PCYB_072920
