"gene","current_version_ID","gene_name","gene_product","Relative.Growth.Rate","phenotype","lower","upper","cloneid","experiment","Confidence","normd6toinputA","normd6toinputB","normd6toinputC"
"PBANKA_070450","PBANKA_0704500","","E3 ubiquitin-protein ligase, putative",0.198804886276622,"Essential",-0.085029928374873,0.482639700928117,"PbGEM-342036","met14",3.90502005829854,0.00194297050069867,0.00493517748503907,0.00193315739783049
"PBANKA_070450","PBANKA_0704500","","E3 ubiquitin-protein ligase, putative",0.1,"Essential",NA,NA,"PbGEM-342036","PbSTM61",1,NA,NA,NA
"PBANKA_070950","PBANKA_0709500","DHX36","ATP-dependent RNA helicase DHX36, putative",0.130109931387896,"Essential",-0.0610013275362557,0.321221190312047,"PbGEM-342044","met14",4.69609338726155,0.00113549935984979,0.0028841873167873,0.00112976444415192
"PBANKA_070950","PBANKA_0709500","DHX36","ATP-dependent RNA helicase DHX36, putative",0.20020748265684,"Essential",-0.149436052542741,0.549851017856421,"PbGEM-342044","PbSTM61",3.48797658982165,NA,NA,NA
"PBANKA_071400","PBANKA_0714000","DMC1","meiotic recombination protein DMC1",0.965431620256706,"Dispensable",0.868207525145938,1.06265571536747,"PbGEM-022265","met14",6.04776777341955,1.18034835459418,2.99810451162353,1.17438692603942
"PBANKA_071650","PBANKA_0716500","","RNA-binding protein, putative",0.938492464737043,"Dispensable",0.824580888680872,1.05240404079321,"PbGEM-282066","met14",5.73095992149741,0.465460185190712,1.18227663534228,0.463109347297561
"PBANKA_080430","PBANKA_0804300","MSH2-2","DNA mismatch repair protein MSH2",0.958074362508094,"Dispensable",0.866767123107382,1.04938160190881,"PbGEM-235933","met14",6.17334476526868,0.71739530887433,1.82219605236216,0.713772055736622
"PBANKA_080560","PBANKA_0805600","BUD32","EKC/KEOPS complex subunit BUD32, putative",0.196867795366435,"Essential",-0.0101611674883744,0.403896758221245,"PbGEM-236212","met14",4.53608751778243,0.0122620919972427,0.0311459182331946,0.0122001614789437
"PBANKA_080560","PBANKA_0805600","BUD32","EKC/KEOPS complex subunit BUD32, putative",0.149010776511698,"Essential",0.0226002779118084,0.275421275111587,"PbGEM-236212","PbSTM43",5.52273584547013,0.00898583111366051,0.00881797808137622,0.00605345076761709
"PBANKA_080560","PBANKA_0805600","BUD32","EKC/KEOPS complex subunit BUD32, putative",0.0687078731489396,"Essential",-0.0439634877732318,0.181379234071111,"PbGEM-072522","stm26",5.7528543772109,0.00180501451836929,0.00387943829007751,0.00166196646662829
"PBANKA_080560","PBANKA_0805600","BUD32","EKC/KEOPS complex subunit BUD32, putative",0.0448379992090791,"Essential",-0.0702769004306219,0.15995289884878,"PbGEM-072522","stm27",5.70994340534511,NA,NA,NA
"PBANKA_080590","PBANKA_0805900","","kinesin-8, putative",0.958005482710289,"Dispensable",0.835964477841615,1.08004648757896,"PbGEM-236279","met14",5.59309073159737,0.198443609082694,0.504050077570729,0.197441356321388
"PBANKA_080620","PBANKA_0806200","RBX1","E3 ubiquitin-protein ligase RBX1, putative",0.339845409444525,"Essential",-0.0794345831164868,0.759125402005536,"PbGEM-342092","met14",3.12472704558093,0.0133455426418083,0.0338979009448665,0.0132781400833399
"PBANKA_080620","PBANKA_0806200","RBX1","E3 ubiquitin-protein ligase RBX1, putative",0.0611471592108816,"Essential",0.0030698020357555,0.119224516386008,"PbGEM-342092","PbSTM44",7.07825318648787,0.000501486817620998,0.00110175624448032,0.000449655711321787
"PBANKA_080700","PBANKA_0807000","RPB1","DNA-directed RNA polymerase II subunit RPB1, putative",0.0680020959469178,"Essential",-0.106963833337954,0.242968025231789,"PbGEM-342100","met14",4.87262238874764,0.00229942930081254,0.00584058878388967,0.00228781587885947
"PBANKA_080700","PBANKA_0807000","RPB1","DNA-directed RNA polymerase II subunit RPB1, putative",0.1,"Essential",NA,NA,"PbGEM-342100","PbSTM61",1,NA,NA,NA
"PBANKA_080800","PBANKA_0808000","CRK4","cdc2-related protein kinase 4",0.13264779570709,"Essential",-0.0953790804202517,0.360674671834432,"PbGEM-236773","met14",4.34287791956636,0.0023892750003472,0.00606879835954284,0.00237720780666087
"PBANKA_080800","PBANKA_0808000","CRK4","cdc2-related protein kinase 4",0.0386394812247393,"Essential",-0.0204517403381787,0.0977307027876573,"PbGEM-236773","PbSTM43",7.04364016295382,NA,NA,NA
"PBANKA_080800","PBANKA_0808000","CRK4","cdc2-related protein kinase 4",0.179494068345607,"Essential",-0.0675233404508049,0.42651147714202,"PbGEM-111786","stm26",4.18288728888127,NA,NA,NA
"PBANKA_080800","PBANKA_0808000","CRK4","cdc2-related protein kinase 4",0.154744155619217,"Essential",-0.501962954587467,0.8114512658259,"PbGEM-111786","stm27",2.22732867845492,NA,NA,NA
"PBANKA_081900","PBANKA_0819000","GAP50","glideosome-associated protein 50, putative;secreted acid phosphatase, putative",0.116616450052747,"Essential",-0.317872113778558,0.551105013884052,"PbGEM-239275","met14",3.05346567095842,NA,NA,NA
"PBANKA_081900","PBANKA_0819000","GAP50","glideosome-associated protein 50, putative;secreted acid phosphatase, putative",0.1,"Essential",NA,NA,"PbGEM-239275","PbSTM18",1,NA,NA,NA
"PBANKA_081900","PBANKA_0819000","GAP50","glideosome-associated protein 50, putative;secreted acid phosphatase, putative",0.1,"Essential",NA,NA,"PbGEM-239275","PbSTM60",1,NA,NA,NA
"PBANKA_082450","PBANKA_0824500","LplA2","lipoate-protein ligase 2, putative",0.411943449805435,"Slow",0.328487309369418,0.495399590241452,"PbGEM-091576","met14",6.35316245984835,0.0996470750465148,0.253105232962992,0.099143800808644
"PBANKA_082450","PBANKA_0824500","LplA2","lipoate-protein ligase 2, putative",0.475318773261465,"Slow",0.377090883771344,0.573546662751585,"PbGEM-091576","PbSTM49",6.02722455495264,NA,NA,NA
"PBANKA_082690","PBANKA_0826900","","protein kinase, putative",0.44299949579569,"Slow",0.110302133036805,0.775696858554575,"PbGEM-259660","met14",3.58733840666661,0.00693741767677749,0.0176211566312679,0.00690237978336776
"PBANKA_082690","PBANKA_0826900","","protein kinase, putative",0.151361347195935,"Essential",-0.158010930773687,0.460733625165557,"PbGEM-259660","PbSTM87",3.73271424947973,0.00949759047447446,0.0123369247633502,0.00685758450788398
"PBANKA_082800","PBANKA_0828000","","zinc finger protein, putative",0.87322501562238,"Dispensable",0.629055399892186,1.11739463135257,"PbGEM-091835","met14",4.20607865863206,0.0635222194218033,0.16134749702966,0.0632013961908912
"PBANKA_082800","PBANKA_0828000","","zinc finger protein, putative",0.738147395235666,"Dispensable",0.325041235671154,1.15125355480018,"PbGEM-091835","PbSTM87",3.1543957093221,0.0561857948869259,0.0729827134736913,0.0405680617221022
"PBANKA_083190","PBANKA_0831900","","nucleolar protein Nop52, putative",0.760241092762999,"Dispensable",0.513496226406474,1.00698595911952,"PbGEM-027597","met14",4.18509517296867,0.0226810039515692,0.0576101284088543,0.0225664520194373
"PBANKA_083190","PBANKA_0831900","","nucleolar protein Nop52, putative",0.456642018810461,"Essential",0.082540319585357,0.830743718035565,"PbGEM-027597","PbSTM43",3.3527495520603,0.0152290675916168,0.014944592495014,0.0102593082082767
"PBANKA_090410","PBANKA_0904100","RAB6","ras-related protein Rab-6, putative",0.135527775653873,"Essential",-0.0308283717528294,0.301883923060575,"PbGEM-092737","met14",4.97354300621269,0.00489953099093371,0.0124448904525377,0.00487478558095318
"PBANKA_090410","PBANKA_0904100","RAB6","ras-related protein Rab-6, putative",0.298169480486834,"Essential",0.0827442813940758,0.513594679579592,"PbGEM-092737","PbSTM85",4.45657742846146,0.00670093474535716,0.0141463432139153,0.00577502367521886
"PBANKA_090950","PBANKA_0909500","","AAA family ATPase, putative",0.936256541420363,"Dispensable",0.850985817572629,1.0215272652681,"PbGEM-342188","met14",6.31014255586635,0.328042072353096,0.833232336281175,0.326385273858249
"PBANKA_091270","PBANKA_0912700","","3-oxo-5-alpha-steroid 4-dehydrogenase, putative",0.0922296475606208,"Essential",-0.0510390384010338,0.235498333522275,"PbGEM-342196","met14",5.27236133888178,0.00424854227339328,0.0107913682499799,0.00422708472560569
"PBANKA_091270","PBANKA_0912700","","3-oxo-5-alpha-steroid 4-dehydrogenase, putative",0.071729379015779,"Essential",-0.0234022927073923,0.16686105073895,"PbGEM-342196","PbSTM61",6.09128101887885,NA,NA,NA
"PBANKA_092700","PBANKA_0927000","TKL2","tyrosine kinase-like protein, putative",0.820225285379217,"Dispensable",0.575668579077459,1.06478199168097,"PbGEM-241597","met14",4.20291049980731,0.0348467977359052,0.0885114475747879,0.0346708016460592
"PBANKA_092700","PBANKA_0927000","TKL2","tyrosine kinase-like protein, putative",0.559531140952002,"Slow",0.213133717315184,0.905928564588819,"PbGEM-241597","PbSTM43",3.50663144083903,0.0271503056080462,0.0266431448272445,0.0182902434115651
"PBANKA_093860","PBANKA_0938600","CK2alpha","casein kinase 2, alpha subunit",0.0987360468508647,"Essential",-0.115346665688354,0.312818759390083,"PbGEM-240960","met14",4.46908002400457,0.00164308623558224,0.00417346644887671,0.00163478771831435
"PBANKA_093860","PBANKA_0938600","CK2alpha","casein kinase 2, alpha subunit",0.1,"Essential",-0.736897767643313,0.956143453530962,"PbGEM-240960","PbSTM43",1,NA,NA,NA
"PBANKA_093860","PBANKA_0938600","CK2alpha","casein kinase 2, alpha subunit",0.17675920942128,"Essential",-0.0711054173813952,0.424623836223954,"PbGEM-111810","stm28_2r",4.17603944415872,0.00168664579400772,0.00410354400042337,0.00194472887566611
"PBANKA_100160","PBANKA_1001600","","SET domain protein, putative",0.871411487433297,"Slow",0.791229080949334,0.951593893917259,"PbGEM-342380","met14",6.43319667851801,0.312025584348044,0.792550189556092,0.310449678200416
"PBANKA_100950","PBANKA_1009500","","NAD(P)H-dependent glutamate synthase, putative",0.773130013230473,"Dispensable",0.535883162940421,1.01037686352052,"PbGEM-342396","met14",4.26360259610288,0.0227097683346983,0.0576831904218591,0.0225950711261197
"PBANKA_100950","PBANKA_1009500","","NAD(P)H-dependent glutamate synthase, putative",0.601748968985645,"Slow",0.266334103799891,0.937163834171399,"PbGEM-342396","PbSTM44",3.57106858073323,0.0179138165302078,0.0393562872066307,0.0160623362994683
"PBANKA_101020","PBANKA_1010200","METAP2","methionine aminopeptidase 2, putative",0.185029585241062,"Essential",-0.124078126092156,0.494137296574279,"PbGEM-342404","met14",3.73442532603592,0.00353045561531383,0.00896741615910343,0.00351262481236949
"PBANKA_101020","PBANKA_1010200","METAP2","methionine aminopeptidase 2, putative",0.1,"Essential",NA,NA,"PbGEM-342404","PbSTM61",1,NA,NA,NA
"PBANKA_101080","PBANKA_1010800","CAF16","CCR4-associated factor 16, putative",0.850163511297708,"Slow",0.763806945399637,0.93652007719578,"PbGEM-342412","met14",6.28483523929185,0.36945833451811,0.938430333099837,0.36759236041257
"PBANKA_101330","PBANKA_1013300","MAPK1","mitogen-activated protein kinase 1",1.00010251517394,"Dispensable",0.92528672462552,1.07491830572236,"PbGEM-036210","met14",6.57174698650474,1.57538841232279,4.00151284844064,1.56743180745313
"PBANKA_101330","PBANKA_1013300","MAPK1","mitogen-activated protein kinase 1",1.0069048609545,"Dispensable",0.934633361376942,1.07917636053205,"PbGEM-036210","PbSTM43",6.64094520961528,3.4915680691192,3.42634646853317,2.35215141936791
"PBANKA_101330","PBANKA_1013300","MAPK1","mitogen-activated protein kinase 1",1.02150968279723,"Dispensable",0.963746852290753,1.0792725133037,"PbGEM-036210","stm26",7.08911392308943,1.26656512768436,2.72217270454682,1.16618938440113
"PBANKA_101330","PBANKA_1013300","MAPK1","mitogen-activated protein kinase 1",1.01102785844375,"Dispensable",0.970357195022848,1.05169852186465,"PbGEM-036210","stm27",7.79079085492868,1.15569050969044,2.85957917672866,1.22725865157548
"PBANKA_101700","PBANKA_1017000","","CorA-like Mg2+ transporter protein, putative",1.01234660401458,"Dispensable",0.928044421443325,1.09664878658583,"PbGEM-036774","met14",6.33298940868894,0.367685317555435,0.933926840436598,0.365828298191017
"PBANKA_101980","PBANKA_1019800","","calcium-dependent protein kinase, putative",1.05230471632344,"Dispensable",0.862793982020344,1.24181545062654,"PbGEM-263460","met14",4.7129135824499,0.0617262637655923,0.156785739702169,0.061414511129213
"PBANKA_101980","PBANKA_1019800","","calcium-dependent protein kinase, putative",0.917186057224724,"Dispensable",0.759387403576208,1.07498471087324,"PbGEM-263460","PbSTM43",5.07916516635729,0.0646329710399163,0.0634256436333172,0.0435410484802192
"PBANKA_101980","PBANKA_1019800","","calcium-dependent protein kinase, putative",0.362672137403306,"Essential",-0.090337931223415,0.815682206030027,"PbGEM-111858","stm26",2.969976215514,0.0032927772276229,0.00707702122478003,0.00303182344446212
"PBANKA_101980","PBANKA_1019800","","calcium-dependent protein kinase, putative",0.726645728890716,"Dispensable",0.303224586783598,1.15006687099783,"PbGEM-111858","stm27",3.10507033593262,0.0129341680861195,0.0320036181116367,0.0137351389074515
"PBANKA_101980","PBANKA_1019800","","calcium-dependent protein kinase, putative",0.418974966857606,"Slow",0.138383706150065,0.699566227565146,"PbGEM-111858","stm37_4r",3.92800687475639,0.00744668796005181,0.0191541054047145,0.00771995448512502
"PBANKA_103680","PBANKA_1036800","","DNA mismatch repair protein, putative",0.995326312846257,"Dispensable",0.923901607368269,1.06675101832425,"PbGEM-243303","met14",6.66451726989618,0.76691080057631,1.94796622731869,0.763037466125753
"PBANKA_110360","PBANKA_1103600","ATPase3","cation transporting P-ATPase, putative",0.307206095328862,"Essential",-0.0344993774931333,0.648911568150858,"PbGEM-342548","met14",3.53390656819216,0.00144229153031088,0.00366344454776502,0.00143500714017333
"PBANKA_110360","PBANKA_1103600","ATPase3","cation transporting P-ATPase, putative",0.00811578744468942,"Essential",-0.0178453480613538,0.0340769229507326,"PbGEM-342548","PbSTM61",8.68860365612039,NA,NA,NA
"PBANKA_110540","PBANKA_1105400","SUMO","small ubiquitin-related modifier, putative",0.231610938539979,"Essential",0.0159290470308232,0.447292830049134,"PbGEM-245477","met14",4.45419572375441,0.00468438145153762,0.0118984070332772,0.00466072266874025
"PBANKA_110540","PBANKA_1105400","SUMO","small ubiquitin-related modifier, putative",0.1,"Essential",NA,NA,"PbGEM-245477","PbSTM61",1,NA,NA,NA
"PBANKA_110730","PBANKA_1107300","NPL4","nuclear protein localization protein 4, putative",0.376385687422991,"Essential",0.0604750528245843,0.692296322021397,"PbGEM-246119","met14",3.69088617570989,0.00744927928933111,0.0189212936661957,0.00741165620450625
"PBANKA_110730","PBANKA_1107300","NPL4","nuclear protein localization protein 4, putative",0.1,"Essential",NA,NA,"PbGEM-246119","PbSTM60",1,NA,NA,NA
"PBANKA_110810","PBANKA_1108100","","guanidine nucleotide exchange factor, putative",0.209459892248268,"Essential",-0.0736845553461457,0.492604339842682,"PbGEM-342580","met14",3.90989055317716,0.00117361633894119,0.00298100507955925,0.00116768891088314
"PBANKA_110810","PBANKA_1108100","","guanidine nucleotide exchange factor, putative",0.0786378952684411,"Essential",-0.0645806757694736,0.221856466306356,"PbGEM-342580","PbSTM61",5.27306105481017,NA,NA,NA
"PBANKA_111080","PBANKA_1110800","","conserved Plasmodium protein, unknown function",0.859071810708147,"Dispensable",0.685497269262999,1.03264635215329,"PbGEM-041570","met14",4.88859063746337,0.0782067628048496,0.198646482194916,0.0778117743023915
"PBANKA_112270","PBANKA_1122700","TKL4","tyrosine kinase-like protein, putative",0.291322993510348,"Slow",0.101954240484031,0.480691746536666,"PbGEM-246785","met14",4.71441254228463,0.0102189755153355,0.0259563682852181,0.0101673638939016
"PBANKA_112270","PBANKA_1122700","TKL4","tyrosine kinase-like protein, putative",0.203483745196995,"Essential",0.0651391337134843,0.341828356680505,"PbGEM-246785","PbSTM43",5.34230940501265,0.00293180692835274,0.00287704152304171,0.00197505925455929
"PBANKA_112270","PBANKA_1122700","TKL4","tyrosine kinase-like protein, putative",0.181949431285552,"Essential",-0.155276874596648,0.519175737167751,"PbGEM-246785","PbSTM49",3.56029644751585,NA,NA,NA
"PBANKA_112270","PBANKA_1122700","TKL4","tyrosine kinase-like protein, putative",0.140983253344567,"Essential",0.00682941575794013,0.275137090931194,"PbGEM-111714","stm26",5.4038305527917,0.00551565774865537,0.0118545605297556,0.00507853988229708
"PBANKA_112270","PBANKA_1122700","TKL4","tyrosine kinase-like protein, putative",0.169859517916785,"Essential",-0.011596534935378,0.351315570768947,"PbGEM-111714","stm27",4.7997779364041,0.00177575040597227,0.00439382243031995,0.0018857168337844
"PBANKA_112270","PBANKA_1122700","TKL4","tyrosine kinase-like protein, putative",0.374193069948229,"Slow",0.21665765554687,0.531728484349588,"PbGEM-111714","stm37_4r",5.08250434642031,0.0101326090707256,0.0260627359715626,0.0105044391897713
"PBANKA_112970","PBANKA_1129700","HAS1","ATP-dependent RNA helicase HAS1, putative",0.0828874074910463,"Essential",-0.100754337757175,0.266529152739268,"PbGEM-100020","met14",4.77583127313492,0.00121775569449882,0.0030931197790227,0.00121160533766421
"PBANKA_121030","PBANKA_1210300","HO","heme oxygenase, putative",0.112599338989323,"Essential",-0.0525155967603079,0.277714274738955,"PbGEM-342796","met14",4.98852129568031,0.00246174315390264,0.0062528686785109,0.00244930995494486
"PBANKA_121030","PBANKA_1210300","HO","heme oxygenase, putative",0.1,"Essential",NA,NA,"PbGEM-342796","PbSTM61",1,NA,NA,NA
"PBANKA_121240","PBANKA_1212400","FS","GDP-L-fucose synthase, putative",0.963987634705859,"Dispensable",0.896268030837162,1.03170723857456,"PbGEM-247010","met14",6.7710535036819,0.653556391642732,1.66004413761236,0.650255561239472
"PBANKA_121400","PBANKA_1214000","HSP60","heat shock protein 60, putative",0.0990235865176307,"Essential",-0.15197125641719,0.350018429452451,"PbGEM-342812","met14",4.15094013339557,NA,NA,NA
"PBANKA_121400","PBANKA_1214000","HSP60","heat shock protein 60, putative",0.1,"Essential",NA,NA,"PbGEM-342812","PbSTM61",1,NA,NA,NA
"PBANKA_122770","PBANKA_1227700","","inositol 5-phosphatase, putative",0.414176687273682,"Essential",0.0773524620678151,0.751000912479549,"PbGEM-252597","met14",3.56268250437942,0.0105499013560554,0.0267969254412588,0.010496618371461
"PBANKA_122770","PBANKA_1227700","","inositol 5-phosphatase, putative",0.339567193902194,"Slow",0.1334398245655,0.545694563238888,"PbGEM-252597","PbSTM85",4.54481636813772,0.00616467494156348,0.0130142451522907,0.00531286232301013
"PBANKA_124300","PBANKA_1243000","DHHC7","palmitoyltransferase",0.210003062059713,"Essential",-0.0288779694406163,0.448884093560043,"PbGEM-261876","met14",4.24987361538299,0.00366911432916642,0.0093196116054387,0.00365058322108513
"PBANKA_124300","PBANKA_1243000","DHHC7","palmitoyltransferase",0.0805740976841459,"Essential",-0.00663642156113836,0.16778461692943,"PbGEM-261876","PbSTM85",6.2651550047119,0.000845225294623549,0.00178435510345955,0.000728435102390281
"PBANKA_130080","PBANKA_1300800","CRMP4","cysteine repeat modular protein 4",0.494786665410234,"Slow",0.159950905751778,0.829622425068691,"PbGEM-342964","PbSTM44",3.57452463522948,0.0162997826854714,0.035810287980416,0.0146151207176204
"PBANKA_130280","PBANKA_1302800","TPx1","thioredoxin peroxidase 1",0.994254829026177,"Dispensable",0.901060906055384,1.08744875199697,"PbGEM-342972","met14",6.13243988830491,1.2770253650112,3.24366573088001,1.27057566272924
"PBANKA_130680","PBANKA_1306800","SEC7","protein transport protein SEC7, putative",0.1,"Essential",-1.86829776105018,2.84526321234596,"PbGEM-248737","met14",1,0.00220853908751598,0.00560972612585638,0.00219738471268301
"PBANKA_130860","PBANKA_1308600","ALDO2","fructose-bisphosphate aldolase 2",0.107179369818508,"Essential",-0.0845943619947585,0.298953101631775,"PbGEM-249472","met14",4.68917252521461,0.00446157052511648,0.0113324635631633,0.00443903706385145
"PBANKA_130860","PBANKA_1308600","ALDO2","fructose-bisphosphate aldolase 2",0.1,"Essential",-0.660411751186337,1.39198962672619,"PbGEM-337619","PbSTM62",1,NA,NA,NA
"PBANKA_130970","PBANKA_1309700","DDX5","ATP-dependent RNA helicase DDX5, putative",0.42729027668544,"Slow",0.235999403716195,0.618581149654685,"PbGEM-311255","met14",4.69421458959468,0.0152551544992955,0.0387483469196486,0.0151781073180245
"PBANKA_130970","PBANKA_1309700","DDX5","ATP-dependent RNA helicase DDX5, putative",0.363227564413438,"Essential",-0.00285416163324181,0.729309290460117,"PbGEM-311255","PbSTM60",3.39609171171575,0.0296904522296711,0.0388119375108562,0.0249613078296766
"PBANKA_131070","PBANKA_1310700","","glutaminyl-peptide cyclotransferase, putative",0.990358726388971,"Dispensable",0.932287351526603,1.04843010125134,"PbGEM-342996","met14",7.07845920897847,0.891462728291347,2.26433020153056,0.886960335973644
"PBANKA_131510","PBANKA_1315100","Sir2b","transcriptional regulatory protein sir2b",0.872644435212998,"Dispensable",0.702573713950353,1.04271515647564,"PbGEM-055230","met14",4.92937620314319,0.0727901620735202,0.184888225975848,0.0724225304764569
"PBANKA_132800","PBANKA_1328000","UIS2","serine/threonine protein phosphatase, putative",0.1,"Essential",-51.0475638749543,52.9455378403337,"PbGEM-056925","met14",1,NA,NA,NA
"PBANKA_132800","PBANKA_1328000","UIS2","serine/threonine protein phosphatase, putative",0.1,"Essential",NA,NA,"PbGEM-056925","PbSTM37a",1,NA,NA,NA
"PBANKA_132800","PBANKA_1328000","UIS2","serine/threonine protein phosphatase, putative",0.1,"Essential",-0.570081570743691,2.25308300434126,"PbGEM-313677","PbSTM62",1,NA,NA,NA
"PBANKA_134380","PBANKA_1343800","Sir2A","transcriptional regulatory protein sir2a",0.967606777806901,"Dispensable",0.853859552936772,1.08135400267703,"PbGEM-059126","met14",5.7338475975095,1.01766145882235,2.58487708236748,1.01252169134939
"PBANKA_135090","PBANKA_1350900","PK6","protein kinase 6",0.218145898384455,"Essential",-0.0050725624764828,0.441364359245394,"PbGEM-250625","met14",4.38550304500953,0.0102214239614954,0.0259625873793099,0.0101697999740198
"PBANKA_135090","PBANKA_1350900","PK6","protein kinase 6",0.10358446879682,"Essential",-0.0776495244481444,0.284818462041784,"PbGEM-250625","PbSTM43",4.80222696567673,NA,NA,NA
"PBANKA_135960","PBANKA_1359600","P48/45","transmission blocking target antigen precursor;6-cysteine protein",0.920682989874051,"Dispensable",0.805977893866746,1.03538808588136,"PbGEM-061442","met14",5.71707601476987,0.404676613814777,1.02788535003613,0.402632767426845
"PBANKA_135960","PBANKA_1359600","P48/45","transmission blocking target antigen precursor;6-cysteine protein",0.978348273415434,"Dispensable",0.844197414762816,1.11249913206805,"PbGEM-061442","PbSTM18",5.40387496400105,1.57122923087617,3.29857600563572,1.82173971564703
"PBANKA_140170","PBANKA_1401700","","SNARE protein, putative",0.99050659337963,"Dispensable",0.911403895612663,1.0696092911466,"PbGEM-343220","met14",6.46031095914596,1.0306588628357,2.61789070538832,1.02545345110178
"PBANKA_140410","PBANKA_1404100","","membrane integral peptidase, M50 family, putative",0.768034925422568,"Slow",0.683977570525559,0.852092280319577,"PbGEM-062848","met14",6.33880619461042,0.48077479522907,1.221176000323,0.478346609870459
"PBANKA_140480","PBANKA_1404800","","SAM dependent methyltransferase, putative",0.922716117626281,"Dispensable",0.817807679036668,1.02762455621589,"PbGEM-109406","met14",5.89562900648341,0.250413331199052,0.63605403872205,0.249148601869535
"PBANKA_140800","PBANKA_1408000","GAR1","H/ACA ribonucleoprotein complex subunit 1, putative",0.0838249047689696,"Essential",-0.0657780648697295,0.233427874407669,"PbGEM-343228","met14",5.18583508734532,0.00289541683442466,0.00735440706172191,0.00288079333744812
"PBANKA_140800","PBANKA_1408000","GAR1","H/ACA ribonucleoprotein complex subunit 1, putative",0.1,"Essential",-333.641290724187,358.802785080715,"PbGEM-343228","PbSTM61",1,NA,NA,NA
"PBANKA_140910","PBANKA_1409100","RAB5b","ras-related protein Rab-5B, putative",0.169377745484202,"Essential",0.00232925013206489,0.33642624083634,"PbGEM-109737","met14",4.96523659590113,0.00941262190871504,0.0239082166725496,0.00936508283026981
"PBANKA_140910","PBANKA_1409100","RAB5b","ras-related protein Rab-5B, putative",0.448956386131633,"Slow",0.12037773713087,0.777535035132396,"PbGEM-109737","PbSTM85",3.61225246340379,0.0062425784831758,0.0131787073175119,0.0053800014333419
"PBANKA_141000","PBANKA_1410000","RPT1","26S protease regulatory subunit 7, putative",0.1,"Essential",NA,NA,"PbGEM-343236","met14",1,NA,NA,NA
"PBANKA_141000","PBANKA_1410000","RPT1","26S protease regulatory subunit 7, putative",0.1,"Essential",NA,NA,"PbGEM-343236","PbSTM61",1,NA,NA,NA
"PBANKA_141360","PBANKA_1413600","","serine/threonine protein kinase, putative",1.02063782003968,"Dispensable",0.952318679526093,1.08895696055327,"PbGEM-064151","met14",6.75342498089105,1.03126520543181,2.61943082569764,1.02605673132393
"PBANKA_142090","PBANKA_1420900","DHHC4","palmitoyltransferase, putative",0.286666709315027,"Essential",-0.193673361865599,0.767006780495654,"PbGEM-065186","met14",2.85281624973694,0.00202853285122534,0.00515250728275571,0.00201828760996543
"PBANKA_142090","PBANKA_1420900","DHHC4","palmitoyltransferase, putative",0.1,"Essential",-0.275410446410397,1.14139843392363,"PbGEM-065186","PbSTM85",1,NA,NA,NA
"PBANKA_142160","PBANKA_1421600","","calcium/calmodulin-dependent protein kinase, putative",1.00860358502608,"Dispensable",0.92181856126105,1.09538860879111,"PbGEM-110533","met14",6.27493678006253,0.332042886911393,0.843394472002136,0.330365882034203
"PBANKA_142160","PBANKA_1421600","","calcium/calmodulin-dependent protein kinase, putative",0.963774938076652,"Dispensable",0.857211687403708,1.0703381887496,"PbGEM-110533","PbSTM43",5.86432749530174,0.291118584857346,0.285680563977081,0.196116752994973
"PBANKA_142160","PBANKA_1421600","","calcium/calmodulin-dependent protein kinase, putative",0.982638851407026,"Dispensable",0.890031766887774,1.07524593592628,"PbGEM-065291","stm26",6.14507362825808,0.489427656801109,1.05190532967707,0.450640338438255
"PBANKA_142160","PBANKA_1421600","","calcium/calmodulin-dependent protein kinase, putative",1.01635646369236,"Dispensable",0.937747064792606,1.09496586259211,"PbGEM-065291","stm27",6.47282237675734,0.375521060660939,0.929169355017642,0.398775854504838
"PBANKA_143750","PBANKA_1437500","AP2-G","transcription factor with AP2 domain(s)",1.23415198239154,"Fast",1.13272573156189,1.33557823322119,"PbGEM-340307","met14",5.96314103593611,0.341354838539726,0.8670469844831,0.339630803026096
"PBANKA_143750","PBANKA_1437500","AP2-G","transcription factor with AP2 domain(s)",1.32689168816393,"Fast",1.07201870183552,1.58176467449234,"PbGEM-340307","met15",4.12027426260571,0.291956964955638,0.551806316971203,0.249636329750349
"PBANKA_144540","PBANKA_1445400","SEC13","protein transport protein SEC13, putative",0.153282496331732,"Essential",-0.00100317592944602,0.30756816859291,"PbGEM-258596","met14",5.12419312172084,0.00290373579324941,0.00737553735591635,0.00288907028081321
"PBANKA_144540","PBANKA_1445400","SEC13","protein transport protein SEC13, putative",0.136134158952123,"Essential",-0.358143785797606,0.630412103701852,"PbGEM-258596","PbSTM60",2.79560891876717,NA,NA,NA
"PBANKA_146070","PBANKA_1460700","DPAP2","dipeptidyl aminopeptidase 2",1.00576969421229,"Dispensable",0.903297078944786,1.1082423094798,"PbGEM-258996","met14",5.94261372956256,0.173521545264984,0.440747619715791,0.172645163059018
"PBANKA_146070","PBANKA_1460700","DPAP2","dipeptidyl aminopeptidase 2",1.04636858809388,"Dispensable",0.827455941290464,1.2652812348973,"PbGEM-258996","PbSTM18",4.42445936468069,0.478031066055191,1.00355936196453,0.554246421357762
"PBANKA_010950","PBANKA_0109500","ApiAP2","transcription factor with AP2 domain(s), putative",0.814517515489707,"Slow",0.721631230558875,0.907403800420539,"PbGEM-081709","met15",6.13905291445563,0.129790985021205,0.245308363962128,0.110977126852581
