PBANKA_0944121,PBANKA_000670,PBANKA_000720,PBANKA_000740,PBANKA_000760,PBANKA_000790,PBANKA_000900,PBANKA_000935,PBANKA_000990,PBANKA_001000,PBANKA_001020
PBANKA_0700031,PBANKA_001030,,,,,,,,,
PBANKA_0700051,,,,,,,,,,
PBANKA_0700061,,,,,,,,,,
PBANKA_0700081,PBANKA_114630,,,,,,,,,
PBANKA_0700100,PBANKA_070010,,,,,,,,,
PBANKA_0700200,PBANKA_070020,,,,,,,,,
PBANKA_0700300,PBANKA_070030,,,,,,,,,
PBANKA_0700500,PBANKA_070050,,,,,,,,,
PBANKA_0700541,PBANKA_120010,,,,,,,,,
PBANKA_0700600,PBANKA_070060,,,,,,,,,
PBANKA_0700700,PBANKA_070070,,,,,,,,,
PBANKA_0700721,,,,,,,,,,
PBANKA_0700741,,,,,,,,,,
PBANKA_0700761,,,,,,,,,,
PBANKA_0700800,PBANKA_070080,,,,,,,,,
PBANKA_0700900,PBANKA_070090,,,,,,,,,
PBANKA_0701000,PBANKA_070100,,,,,,,,,
PBANKA_0701100,PBANKA_070110,,,,,,,,,
PBANKA_0701200,PBANKA_070120,,,,,,,,,
PBANKA_0701300,PBANKA_070130,,,,,,,,,
PBANKA_0701400,PBANKA_070140,,,,,,,,,
PBANKA_0701500,PBANKA_070150,,,,,,,,,
PBANKA_0701600,PBANKA_070160,,,,,,,,,
PBANKA_0701700,PBANKA_070170,,,,,,,,,
PBANKA_0701800,PBANKA_070180,,,,,,,,,
PBANKA_0701900,PBANKA_070190,,,,,,,,,
PBANKA_0702000,PBANKA_070200,,,,,,,,,
PBANKA_0702100,PBANKA_070210,,,,,,,,,
PBANKA_0702200,PBANKA_070220,,,,,,,,,
PBANKA_0702300,PBANKA_070230,,,,,,,,,
PBANKA_0702400,PBANKA_070240,,,,,,,,,
PBANKA_0702500,PBANKA_070250,,,,,,,,,
PBANKA_0702600,PBANKA_070260,,,,,,,,,
PBANKA_0702700,PBANKA_070270,,,,,,,,,
PBANKA_0702800,PBANKA_070280,,,,,,,,,
PBANKA_0702900,PBANKA_070290,,,,,,,,,
PBANKA_0703000,PBANKA_070300,,,,,,,,,
PBANKA_0703100,PBANKA_070310,,,,,,,,,
PBANKA_0703200,PBANKA_070320,,,,,,,,,
PBANKA_0703300,PBANKA_070330,,,,,,,,,
PBANKA_0703400,PBANKA_070340,,,,,,,,,
PBANKA_0703500,PBANKA_070350,,,,,,,,,
PBANKA_0703600,PBANKA_070360,,,,,,,,,
PBANKA_0703700,PBANKA_070370,,,,,,,,,
PBANKA_0703800,PBANKA_070380,,,,,,,,,
PBANKA_0703900,PBANKA_070390,,,,,,,,,
PBANKA_0703910,PBANKA_070391,,,,,,,,,
PBANKA_0704000,PBANKA_070400,,,,,,,,,
PBANKA_0704100,PBANKA_070410,,,,,,,,,
PBANKA_0704200,PBANKA_070420,,,,,,,,,
PBANKA_0704300,PBANKA_070430,,,,,,,,,
PBANKA_0704400,PBANKA_070440,,,,,,,,,
PBANKA_0704500,PBANKA_070450,,,,,,,,,
PBANKA_0704600,PBANKA_070460,,,,,,,,,
PBANKA_0704700,PBANKA_070470,,,,,,,,,
PBANKA_0704800,PBANKA_070480,,,,,,,,,
PBANKA_0704900,PBANKA_070490,,,,,,,,,
PBANKA_0705000,PBANKA_070500,,,,,,,,,
PBANKA_0705100,PBANKA_070510,,,,,,,,,
PBANKA_0705200,PBANKA_070520,,,,,,,,,
PBANKA_0705300,PBANKA_070530,,,,,,,,,
PBANKA_0705400,PBANKA_070540,,,,,,,,,
PBANKA_0705500,PBANKA_070550,,,,,,,,,
PBANKA_0705600,PBANKA_070560,,,,,,,,,
PBANKA_0705700,PBANKA_070570,,,,,,,,,
PBANKA_0705800,PBANKA_070580,,,,,,,,,
PBANKA_0705900,PBANKA_070590,,,,,,,,,
PBANKA_0706000,PBANKA_070600,,,,,,,,,
PBANKA_0706100,PBANKA_070610,,,,,,,,,
PBANKA_0706200,PBANKA_070620,,,,,,,,,
PBANKA_0706300,PBANKA_070630,,,,,,,,,
PBANKA_0706400,PBANKA_070640,,,,,,,,,
PBANKA_0706500,PBANKA_070650,,,,,,,,,
PBANKA_0706600,PBANKA_070660,,,,,,,,,
PBANKA_0706700,PBANKA_070670,,,,,,,,,
PBANKA_0706800,PBANKA_070680,,,,,,,,,
PBANKA_0706900,PBANKA_070690,,,,,,,,,
PBANKA_0707000,PBANKA_070700,,,,,,,,,
PBANKA_0707100,PBANKA_070710,,,,,,,,,
PBANKA_0707200,PBANKA_070720,,,,,,,,,
PBANKA_0707300,PBANKA_070730,,,,,,,,,
PBANKA_0707400,PBANKA_070740,,,,,,,,,
PBANKA_0707500,PBANKA_070750,,,,,,,,,
PBANKA_0707600,PBANKA_070760,,,,,,,,,
PBANKA_0707700,PBANKA_070770,,,,,,,,,
PBANKA_0707800,PBANKA_070780,,,,,,,,,
PBANKA_0707900,PBANKA_070790,,,,,,,,,
PBANKA_0708000,PBANKA_070800,,,,,,,,,
PBANKA_0708100,PBANKA_070810,,,,,,,,,
PBANKA_0708400,PBANKA_070840,,,,,,,,,
PBANKA_0708500,PBANKA_070850,,,,,,,,,
PBANKA_0708600,PBANKA_070860,,,,,,,,,
PBANKA_0708700,PBANKA_070870,,,,,,,,,
PBANKA_0708800,PBANKA_070880,,,,,,,,,
PBANKA_0708900,PBANKA_070890,,,,,,,,,
PBANKA_0709000,PBANKA_070900,,,,,,,,,
PBANKA_0709100,PBANKA_070910,,,,,,,,,
PBANKA_0709200,PBANKA_070920,,,,,,,,,
PBANKA_0709300,PBANKA_070930,,,,,,,,,
PBANKA_0709400,PBANKA_070940,,,,,,,,,
PBANKA_0709500,PBANKA_070950,,,,,,,,,
PBANKA_0709600,PBANKA_070960,,,,,,,,,
PBANKA_0709700,PBANKA_070970,,,,,,,,,
PBANKA_0709800,PBANKA_070980,,,,,,,,,
PBANKA_0709900,PBANKA_070990,,,,,,,,,
PBANKA_0710000,PBANKA_071000,,,,,,,,,
PBANKA_0710100,PBANKA_071010,,,,,,,,,
PBANKA_0710200,PBANKA_071020,,,,,,,,,
PBANKA_0710300,PBANKA_071030,,,,,,,,,
PBANKA_0710400,PBANKA_071040,,,,,,,,,
PBANKA_0710500,PBANKA_071050,,,,,,,,,
PBANKA_0710600,PBANKA_071060,,,,,,,,,
PBANKA_0710700,PBANKA_071070,,,,,,,,,
PBANKA_0710800,PBANKA_071080,,,,,,,,,
PBANKA_0710900,PBANKA_071090,,,,,,,,,
PBANKA_0711000,PBANKA_071100,,,,,,,,,
PBANKA_0711100,PBANKA_071110,,,,,,,,,
PBANKA_0711200,PBANKA_071120,,,,,,,,,
PBANKA_0711300,PBANKA_071130,,,,,,,,,
PBANKA_0711400,PBANKA_071140,,,,,,,,,
PBANKA_0711500,PBANKA_071150,,,,,,,,,
PBANKA_0711600,PBANKA_071160,,,,,,,,,
PBANKA_0711700,PBANKA_071170,,,,,,,,,
PBANKA_0711800,PBANKA_071180,,,,,,,,,
PBANKA_0711900,PBANKA_071190,,,,,,,,,
PBANKA_0712000,PBANKA_071200,,,,,,,,,
PBANKA_0712100,PBANKA_071210,,,,,,,,,
PBANKA_0712200,PBANKA_071220,,,,,,,,,
PBANKA_0712300,PBANKA_071230,,,,,,,,,
PBANKA_0712400,PBANKA_071240,,,,,,,,,
PBANKA_0712500,PBANKA_071250,,,,,,,,,
PBANKA_0712600,PBANKA_071260,,,,,,,,,
PBANKA_0712700,PBANKA_071270,,,,,,,,,
PBANKA_0712800,PBANKA_071280,,,,,,,,,
PBANKA_0712900,PBANKA_071290,,,,,,,,,
PBANKA_0713000,PBANKA_071300,,,,,,,,,
PBANKA_0713100,PBANKA_071310,,,,,,,,,
PBANKA_0713200,PBANKA_071320,,,,,,,,,
PBANKA_0713300,PBANKA_071330,,,,,,,,,
PBANKA_0713400,PBANKA_071340,,,,,,,,,
PBANKA_0713500,PBANKA_071350,,,,,,,,,
PBANKA_0713600,PBANKA_071360,,,,,,,,,
PBANKA_0713700,PBANKA_071370,,,,,,,,,
PBANKA_0713800,PBANKA_071380,,,,,,,,,
PBANKA_0713900,PBANKA_071390,,,,,,,,,
PBANKA_0714000,PBANKA_071400,,,,,,,,,
PBANKA_0714100,PBANKA_071410,,,,,,,,,
PBANKA_0714200,PBANKA_071420,,,,,,,,,
PBANKA_0714300,PBANKA_071430,,,,,,,,,
PBANKA_0714400,PBANKA_071440,,,,,,,,,
PBANKA_0714500,PBANKA_071450,,,,,,,,,
PBANKA_0714600,PBANKA_071460,,,,,,,,,
PBANKA_0714700,PBANKA_071470,,,,,,,,,
PBANKA_0714800,PBANKA_071480,,,,,,,,,
PBANKA_0714900,PBANKA_071490,,,,,,,,,
PBANKA_0715000,PBANKA_071500,,,,,,,,,
PBANKA_0715100,PBANKA_071510,,,,,,,,,
PBANKA_0715200,PBANKA_071520,,,,,,,,,
PBANKA_0715300,PBANKA_071530,,,,,,,,,
PBANKA_0715400,PBANKA_071540,,,,,,,,,
PBANKA_0715500,PBANKA_071550,,,,,,,,,
PBANKA_0715600,PBANKA_071560,,,,,,,,,
PBANKA_0715700,PBANKA_071570,,,,,,,,,
PBANKA_0715800,PBANKA_071580,,,,,,,,,
PBANKA_0715900,PBANKA_071590,,,,,,,,,
PBANKA_0716000,PBANKA_071600,,,,,,,,,
PBANKA_0716100,PBANKA_071610,,,,,,,,,
PBANKA_0716200,PBANKA_071620,,,,,,,,,
PBANKA_0716300,PBANKA_071630,,,,,,,,,
PBANKA_0716400,PBANKA_071640,,,,,,,,,
PBANKA_0716500,PBANKA_071650,,,,,,,,,
PBANKA_0716600,PBANKA_071660,,,,,,,,,
PBANKA_0716700,PBANKA_071670,,,,,,,,,
PBANKA_0716800,PBANKA_071680,,,,,,,,,
PBANKA_0716900,PBANKA_071690,,,,,,,,,
PBANKA_0717000,PBANKA_071700,,,,,,,,,
PBANKA_0717100,PBANKA_071710,,,,,,,,,
PBANKA_0717200,PBANKA_071720,,,,,,,,,
PBANKA_0717300,PBANKA_071730,,,,,,,,,
PBANKA_0717400,PBANKA_071740,,,,,,,,,
PBANKA_0717500,PBANKA_071750,,,,,,,,,
PBANKA_0717600,PBANKA_071760,,,,,,,,,
PBANKA_0717700,PBANKA_071770,,,,,,,,,
PBANKA_0717800,PBANKA_071780,,,,,,,,,
PBANKA_0717900,PBANKA_071790,,,,,,,,,
PBANKA_0718000,PBANKA_071800,,,,,,,,,
PBANKA_0718100,PBANKA_071810,,,,,,,,,
PBANKA_0718200,PBANKA_071820,,,,,,,,,
PBANKA_0718300,PBANKA_071830,,,,,,,,,
PBANKA_0718400,PBANKA_071840,,,,,,,,,
PBANKA_0718500,PBANKA_071850,,,,,,,,,
PBANKA_0718600,PBANKA_071860,,,,,,,,,
PBANKA_0718700,PBANKA_071870,,,,,,,,,
PBANKA_0718800,PBANKA_071880,,,,,,,,,
PBANKA_0719100,PBANKA_071910,,,,,,,,,
PBANKA_0719200,PBANKA_071920,,,,,,,,,
PBANKA_0719300,PBANKA_071930,,,,,,,,,
PBANKA_0719400,PBANKA_071940,,,,,,,,,
PBANKA_0719500,PBANKA_071950,,,,,,,,,
PBANKA_0719600,PBANKA_071960,,,,,,,,,
PBANKA_0719700,PBANKA_071970,,,,,,,,,
PBANKA_0719800,PBANKA_071980,,,,,,,,,
PBANKA_0719900,PBANKA_071990,,,,,,,,,
PBANKA_0720000,PBANKA_072000,,,,,,,,,
PBANKA_0720100,PBANKA_072010,,,,,,,,,
PBANKA_0720200,PBANKA_072020,,,,,,,,,
PBANKA_0720300,PBANKA_072030,,,,,,,,,
PBANKA_0720400,PBANKA_072040,,,,,,,,,
PBANKA_0720500,PBANKA_072050,,,,,,,,,
PBANKA_0720600,PBANKA_072060,,,,,,,,,
PBANKA_0720700,PBANKA_072070,,,,,,,,,
PBANKA_0720800,PBANKA_072080,,,,,,,,,
PBANKA_0720900,PBANKA_072090,,,,,,,,,
PBANKA_0721000,PBANKA_072100,,,,,,,,,
PBANKA_0721100,PBANKA_072110,,,,,,,,,
PBANKA_0721200,PBANKA_072120,,,,,,,,,
PBANKA_0721300,PBANKA_072130,,,,,,,,,
PBANKA_0721400,PBANKA_072140,,,,,,,,,
PBANKA_0721500,PBANKA_072150,,,,,,,,,
PBANKA_0721600,PBANKA_072160,,,,,,,,,
PBANKA_0721700,PBANKA_072170,,,,,,,,,
PBANKA_0721800,PBANKA_072180,,,,,,,,,
PBANKA_0721900,PBANKA_072190,,,,,,,,,
PBANKA_0722000,PBANKA_072200,,,,,,,,,
PBANKA_0722100,PBANKA_072210,,,,,,,,,
PBANKA_0722200,PBANKA_072220,,,,,,,,,
PBANKA_0722600,PBANKA_072260,,,,,,,,,
PBANKA_0722700,PBANKA_072270,,,,,,,,,
PBANKA_0722801,PBANKA_040030,,,,,,,,,
PBANKA_0722900,PBANKA_072290,,,,,,,,,
PBANKA_0722941,PBANKA_000400,,,,,,,,,
PBANKA_0800021,PBANKA_000220,,,,,,,,,
PBANKA_0800061,PBANKA_094400,,,,,,,,,
PBANKA_0800100,PBANKA_080010,,,,,,,,,
PBANKA_0800200,PBANKA_080020,,,,,,,,,
PBANKA_0800300,PBANKA_080030,,,,,,,,,
PBANKA_0800400,PBANKA_080040,,,,,,,,,
PBANKA_0800500,PBANKA_080050,,,,,,,,,
PBANKA_0800541,,,,,,,,,,
PBANKA_0800561,,,,,,,,,,
PBANKA_0800600,PBANKA_080060,,,,,,,,,
PBANKA_0800700,PBANKA_080070,,,,,,,,,
PBANKA_0800800,PBANKA_080080,,,,,,,,,
PBANKA_0800900,PBANKA_080090,,,,,,,,,
PBANKA_0801000,PBANKA_080100,,,,,,,,,
PBANKA_0801100,PBANKA_080110,,,,,,,,,
PBANKA_0801200,PBANKA_080120,,,,,,,,,
PBANKA_0801300,PBANKA_080130,,,,,,,,,
PBANKA_0801400,PBANKA_080140,,,,,,,,,
PBANKA_0801500,PBANKA_080150,,,,,,,,,
PBANKA_0801600,PBANKA_080160,,,,,,,,,
PBANKA_0801700,PBANKA_080170,,,,,,,,,
PBANKA_0801800,PBANKA_080180,,,,,,,,,
PBANKA_0801900,PBANKA_080190,,,,,,,,,
PBANKA_0802000,PBANKA_080200,,,,,,,,,
PBANKA_0802100,PBANKA_080210,,,,,,,,,
PBANKA_0802200,PBANKA_080220,,,,,,,,,
PBANKA_0802300,PBANKA_080230,,,,,,,,,
PBANKA_0802400,PBANKA_080240,,,,,,,,,
PBANKA_0802500,PBANKA_080250,,,,,,,,,
PBANKA_0802600,PBANKA_080260,,,,,,,,,
PBANKA_0802700,PBANKA_080270,,,,,,,,,
PBANKA_0802800,PBANKA_080280,,,,,,,,,
PBANKA_0802900,PBANKA_080290,,,,,,,,,
PBANKA_0803000,PBANKA_080300,,,,,,,,,
PBANKA_0803100,PBANKA_080310,,,,,,,,,
PBANKA_0803200,PBANKA_080320,,,,,,,,,
PBANKA_0803300,PBANKA_080330,,,,,,,,,
PBANKA_0803400,PBANKA_080340,,,,,,,,,
PBANKA_0803500,PBANKA_080350,,,,,,,,,
PBANKA_0803600,PBANKA_080360,,,,,,,,,
PBANKA_0803700,PBANKA_080370,,,,,,,,,
PBANKA_0803800,PBANKA_080380,,,,,,,,,
PBANKA_0803900,PBANKA_080390,,,,,,,,,
PBANKA_0804000,PBANKA_080400,,,,,,,,,
PBANKA_0804100,PBANKA_080410,,,,,,,,,
PBANKA_0804200,PBANKA_080420,,,,,,,,,
PBANKA_0804300,PBANKA_080430,,,,,,,,,
PBANKA_0804321,,,,,,,,,,
PBANKA_0804341,,,,,,,,,,
PBANKA_0804361,,,,,,,,,,
PBANKA_0804381,,,,,,,,,,
PBANKA_0804400,PBANKA_080440,,,,,,,,,
PBANKA_0804500,PBANKA_080450,,,,,,,,,
PBANKA_0804600,PBANKA_080460,,,,,,,,,
PBANKA_0804700,PBANKA_080470,,,,,,,,,
PBANKA_0804800,PBANKA_080480,,,,,,,,,
PBANKA_0804900,PBANKA_080490,,,,,,,,,
PBANKA_0805000,PBANKA_080500,,,,,,,,,
PBANKA_0805100,PBANKA_080510,,,,,,,,,
PBANKA_0805200,PBANKA_080520,,,,,,,,,
PBANKA_0805300,PBANKA_080530,,,,,,,,,
PBANKA_0805400,PBANKA_080540,,,,,,,,,
PBANKA_0805500,PBANKA_080550,,,,,,,,,
PBANKA_0805600,PBANKA_080560,,,,,,,,,
PBANKA_0805700,PBANKA_080570,,,,,,,,,
PBANKA_0805750,PBANKA_080575,,,,,,,,,
PBANKA_0805800,PBANKA_080580,,,,,,,,,
PBANKA_0805900,PBANKA_080590,,,,,,,,,
PBANKA_0806000,PBANKA_080600,,,,,,,,,
PBANKA_0806100,PBANKA_080610,,,,,,,,,
PBANKA_0806200,PBANKA_080620,,,,,,,,,
PBANKA_0806300,PBANKA_080630,,,,,,,,,
PBANKA_0806400,PBANKA_080640,,,,,,,,,
PBANKA_0806500,PBANKA_080650,,,,,,,,,
PBANKA_0806600,PBANKA_080660,,,,,,,,,
PBANKA_0806700,PBANKA_080670,,,,,,,,,
PBANKA_0806800,PBANKA_080680,,,,,,,,,
PBANKA_0806900,PBANKA_080690,,,,,,,,,
PBANKA_0807000,PBANKA_080700,,,,,,,,,
PBANKA_0807100,PBANKA_080710,,,,,,,,,
PBANKA_0807200,PBANKA_080720,,,,,,,,,
PBANKA_0807300,PBANKA_080730,,,,,,,,,
PBANKA_0807400,PBANKA_080740,,,,,,,,,
PBANKA_0807500,PBANKA_080750,,,,,,,,,
PBANKA_0807600,PBANKA_080760,,,,,,,,,
PBANKA_0807700,PBANKA_080770,,,,,,,,,
PBANKA_0807800,PBANKA_080780,,,,,,,,,
PBANKA_0807900,PBANKA_080790,,,,,,,,,
PBANKA_0808000,PBANKA_080800,,,,,,,,,
PBANKA_0808100,PBANKA_080810,,,,,,,,,
PBANKA_0808200,PBANKA_080820,,,,,,,,,
PBANKA_0808300,PBANKA_080830,,,,,,,,,
PBANKA_0808500,PBANKA_080850,,,,,,,,,
PBANKA_0808600,PBANKA_080860,,,,,,,,,
PBANKA_0808700,PBANKA_080870,,,,,,,,,
PBANKA_0808800,PBANKA_080880,,,,,,,,,
PBANKA_0808900,PBANKA_080890,,,,,,,,,
PBANKA_0809000,PBANKA_080900,,,,,,,,,
PBANKA_0809100,PBANKA_080910,,,,,,,,,
PBANKA_0809200,PBANKA_080920,,,,,,,,,
PBANKA_0809300,PBANKA_080930,,,,,,,,,
PBANKA_0809400,PBANKA_080940,,,,,,,,,
PBANKA_0809500,PBANKA_080950,,,,,,,,,
PBANKA_0809600,PBANKA_080960,,,,,,,,,
PBANKA_0809700,PBANKA_080970,,,,,,,,,
PBANKA_0809800,PBANKA_080980,,,,,,,,,
PBANKA_0809900,PBANKA_080990,,,,,,,,,
PBANKA_0810000,PBANKA_081000,,,,,,,,,
PBANKA_0810100,PBANKA_081010,,,,,,,,,
PBANKA_0810200,PBANKA_081020,,,,,,,,,
PBANKA_0810300,PBANKA_081030,,,,,,,,,
PBANKA_0810400,PBANKA_081040,,,,,,,,,
PBANKA_0810500,PBANKA_081050,,,,,,,,,
PBANKA_0810600,PBANKA_081060,,,,,,,,,
PBANKA_0810700,PBANKA_081070,,,,,,,,,
PBANKA_0810800,PBANKA_081080,,,,,,,,,
PBANKA_0810900,PBANKA_081090,,,,,,,,,
PBANKA_0811000,PBANKA_081100,,,,,,,,,
PBANKA_0811100,PBANKA_081110,,,,,,,,,
PBANKA_0811200,PBANKA_081120,,,,,,,,,
PBANKA_0811300,PBANKA_081130,,,,,,,,,
PBANKA_0811400,PBANKA_081140,,,,,,,,,
PBANKA_0811500,PBANKA_081150,,,,,,,,,
PBANKA_0811600,PBANKA_081160,,,,,,,,,
PBANKA_0811700,PBANKA_081170,,,,,,,,,
PBANKA_0811800,PBANKA_081180,,,,,,,,,
PBANKA_0811900,PBANKA_081190,,,,,,,,,
PBANKA_0812000,PBANKA_081200,,,,,,,,,
PBANKA_0812100,PBANKA_081210,,,,,,,,,
PBANKA_0812200,PBANKA_081220,,,,,,,,,
PBANKA_0812300,PBANKA_081230,,,,,,,,,
PBANKA_0812400,PBANKA_081240,,,,,,,,,
PBANKA_0812500,PBANKA_081250,,,,,,,,,
PBANKA_0812600,PBANKA_081260,,,,,,,,,
PBANKA_0812700,PBANKA_081270,,,,,,,,,
PBANKA_0812800,PBANKA_081280,,,,,,,,,
PBANKA_0812900,PBANKA_081290,,,,,,,,,
PBANKA_0813000,PBANKA_081300,,,,,,,,,
PBANKA_0813100,PBANKA_081310,,,,,,,,,
PBANKA_0813200,PBANKA_081320,,,,,,,,,
PBANKA_0813300,PBANKA_081330,,,,,,,,,
PBANKA_0813400,PBANKA_081340,,,,,,,,,
PBANKA_0813500,PBANKA_081350,,,,,,,,,
PBANKA_0813600,PBANKA_081360,,,,,,,,,
PBANKA_0813700,PBANKA_081370,,,,,,,,,
PBANKA_0813800,PBANKA_081380,,,,,,,,,
PBANKA_0813900,PBANKA_081390,,,,,,,,,
PBANKA_0814000,PBANKA_081400,,,,,,,,,
PBANKA_0814100,PBANKA_081410,,,,,,,,,
PBANKA_0814200,PBANKA_081420,,,,,,,,,
PBANKA_0814300,PBANKA_081430,,,,,,,,,
PBANKA_0814400,PBANKA_081440,,,,,,,,,
PBANKA_0814500,PBANKA_081450,,,,,,,,,
PBANKA_0814600,PBANKA_081460,,,,,,,,,
PBANKA_0814700,PBANKA_081470,,,,,,,,,
PBANKA_0814800,PBANKA_081480,,,,,,,,,
PBANKA_0814900,PBANKA_081490,,,,,,,,,
PBANKA_0815000,PBANKA_081500,,,,,,,,,
PBANKA_0815100,PBANKA_081510,,,,,,,,,
PBANKA_0815200,PBANKA_081520,,,,,,,,,
PBANKA_0815300,PBANKA_081530,,,,,,,,,
PBANKA_0815400,PBANKA_081540,,,,,,,,,
PBANKA_0815500,PBANKA_081550,,,,,,,,,
PBANKA_0815600,PBANKA_081560,,,,,,,,,
PBANKA_0815700,PBANKA_081570,,,,,,,,,
PBANKA_0815800,PBANKA_081580,,,,,,,,,
PBANKA_0815900,PBANKA_081590,,,,,,,,,
PBANKA_0816000,PBANKA_081600,,,,,,,,,
PBANKA_0816100,PBANKA_081610,,,,,,,,,
PBANKA_0816200,PBANKA_081620,,,,,,,,,
PBANKA_0816300,PBANKA_081630,,,,,,,,,
PBANKA_0816400,PBANKA_081640,,,,,,,,,
PBANKA_0816500,PBANKA_081650,,,,,,,,,
PBANKA_0816600,PBANKA_081660,,,,,,,,,
PBANKA_0816700,PBANKA_081670,,,,,,,,,
PBANKA_0816800,PBANKA_081680,,,,,,,,,
PBANKA_0816900,PBANKA_081690,,,,,,,,,
PBANKA_0817000,PBANKA_081700,,,,,,,,,
PBANKA_0817100,PBANKA_081710,,,,,,,,,
PBANKA_0817200,PBANKA_081720,,,,,,,,,
PBANKA_0817300,PBANKA_081730,,,,,,,,,
PBANKA_0817400,PBANKA_081740,,,,,,,,,
PBANKA_0817500,PBANKA_081750,,,,,,,,,
PBANKA_0817600,PBANKA_081760,,,,,,,,,
PBANKA_0817700,PBANKA_081770,,,,,,,,,
PBANKA_0817800,PBANKA_081780,,,,,,,,,
PBANKA_0817900,PBANKA_081790,,,,,,,,,
PBANKA_0818000,PBANKA_081800,,,,,,,,,
PBANKA_0818100,PBANKA_081810,,,,,,,,,
PBANKA_0818200,PBANKA_081820,,,,,,,,,
PBANKA_0818300,PBANKA_081830,,,,,,,,,
PBANKA_0818400,PBANKA_081840,,,,,,,,,
PBANKA_0818500,PBANKA_081850,,,,,,,,,
PBANKA_0818600,PBANKA_081860,,,,,,,,,
PBANKA_0818700,PBANKA_081870,,,,,,,,,
PBANKA_0818800,PBANKA_081880,,,,,,,,,
PBANKA_0818900,PBANKA_081890,,,,,,,,,
PBANKA_0819000,PBANKA_081900,,,,,,,,,
PBANKA_0819100,PBANKA_081910,,,,,,,,,
PBANKA_0819200,PBANKA_081920,,,,,,,,,
PBANKA_0819300,PBANKA_081930,,,,,,,,,
PBANKA_0819400,PBANKA_081940,,,,,,,,,
PBANKA_0819450,PBANKA_081945,,,,,,,,,
PBANKA_0819500,PBANKA_081950,,,,,,,,,
PBANKA_0819600,PBANKA_081960,,,,,,,,,
PBANKA_0819700,PBANKA_081970,,,,,,,,,
PBANKA_0819800,PBANKA_081980,,,,,,,,,
PBANKA_0819900,PBANKA_081990,,,,,,,,,
PBANKA_0820000,PBANKA_082000,,,,,,,,,
PBANKA_0820100,PBANKA_082010,,,,,,,,,
PBANKA_0820200,PBANKA_082020,,,,,,,,,
PBANKA_0820300,PBANKA_082030,,,,,,,,,
PBANKA_0820400,PBANKA_082040,,,,,,,,,
PBANKA_0820500,PBANKA_082050,,,,,,,,,
PBANKA_0820600,PBANKA_082060,,,,,,,,,
PBANKA_0820700,PBANKA_082070,,,,,,,,,
PBANKA_0820800,PBANKA_082080,,,,,,,,,
PBANKA_0820900,PBANKA_082090,,,,,,,,,
PBANKA_0821000,PBANKA_082100,,,,,,,,,
PBANKA_0821100,PBANKA_082110,,,,,,,,,
PBANKA_0821200,PBANKA_082120,,,,,,,,,
PBANKA_0821300,PBANKA_082130,,,,,,,,,
PBANKA_0821400,PBANKA_082140,,,,,,,,,
PBANKA_0821500,PBANKA_082150,,,,,,,,,
PBANKA_0821600,PBANKA_082160,,,,,,,,,
PBANKA_0821700,PBANKA_082170,,,,,,,,,
PBANKA_0821800,PBANKA_082180,,,,,,,,,
PBANKA_0821900,PBANKA_082190,,,,,,,,,
PBANKA_0822000,PBANKA_082200,,,,,,,,,
PBANKA_0822100,PBANKA_082210,,,,,,,,,
PBANKA_0822200,PBANKA_082220,,,,,,,,,
PBANKA_0822300,PBANKA_082230,,,,,,,,,
PBANKA_0822400,PBANKA_082240,,,,,,,,,
PBANKA_0822500,PBANKA_082250,,,,,,,,,
PBANKA_0822600,PBANKA_082260,,,,,,,,,
PBANKA_0822700,PBANKA_082270,,,,,,,,,
PBANKA_0822800,PBANKA_082280,,,,,,,,,
PBANKA_0822900,PBANKA_082290,,,,,,,,,
PBANKA_0823000,PBANKA_082300,,,,,,,,,
PBANKA_0823100,PBANKA_082310,,,,,,,,,
PBANKA_0823200,PBANKA_082320,,,,,,,,,
PBANKA_0823300,PBANKA_082330,,,,,,,,,
PBANKA_0823400,PBANKA_082340,,,,,,,,,
PBANKA_0823500,PBANKA_082350,,,,,,,,,
PBANKA_0823600,PBANKA_082360,,,,,,,,,
PBANKA_0823700,PBANKA_082370,,,,,,,,,
PBANKA_0823800,PBANKA_082380,,,,,,,,,
PBANKA_0823900,PBANKA_082390,,,,,,,,,
PBANKA_0824000,PBANKA_082400,,,,,,,,,
PBANKA_0824100,PBANKA_082410,,,,,,,,,
PBANKA_0824200,PBANKA_082420,,,,,,,,,
PBANKA_0824300,PBANKA_082430,,,,,,,,,
PBANKA_0824400,PBANKA_082440,,,,,,,,,
PBANKA_0824500,PBANKA_082450,,,,,,,,,
PBANKA_0824600,PBANKA_082460,,,,,,,,,
PBANKA_0824700,PBANKA_082470,,,,,,,,,
PBANKA_0824800,PBANKA_082480,,,,,,,,,
PBANKA_0824900,PBANKA_082490,,,,,,,,,
PBANKA_0825000,PBANKA_082500,,,,,,,,,
PBANKA_0825100,PBANKA_082510,,,,,,,,,
PBANKA_0825200,PBANKA_082520,,,,,,,,,
PBANKA_0825300,PBANKA_082530,,,,,,,,,
PBANKA_0825400,PBANKA_082540,,,,,,,,,
PBANKA_0825500,PBANKA_082550,,,,,,,,,
PBANKA_0825600,PBANKA_082560,,,,,,,,,
PBANKA_0825700,PBANKA_082570,,,,,,,,,
PBANKA_0825800,PBANKA_082580,,,,,,,,,
PBANKA_0825900,PBANKA_082590,,,,,,,,,
