GeneNew	Type	Domain	Domain2	Val1	Val2	Val3
PF3D7_1314300	InterproscanData_RSRC	PS51154	MACRO	97	324	1.40E+01
PF3D7_1314300	InterproscanData_RSRC	PF01661	Macro	192	279	6.10E-07
PF3D7_1314300	InterproscanData_RSRC	SSF52949	52679	74	151	2.20E-31
PF3D7_1314300	InterproscanData_RSRC	SSF52949	52679	187	354	2.20E-31
PF3D7_1314500	InterproscanData_RSRC	PF01105	EMP24_GP25L	26	201	7.50E-27
PF3D7_1314600	InterproscanData_RSRC	SSF55681	52835	24	242	2.30E-54
PF3D7_1314600	InterproscanData_RSRC	SSF55681	52835	290	320	2.30E-54
PF3D7_1314600	InterproscanData_RSRC	SSF82649	50992	321	407	8.40E-16
PF3D7_1314600	InterproscanData_RSRC	PF10437	Lip_prot_lig_C	321	403	2.40E-17
PF3D7_1314600	InterproscanData_RSRC	PF03099	BPL_LplA_LipB	77	183	3.70E-21
PF3D7_1314800	InterproscanData_RSRC	PF00240	ubiquitin	101	159	8.50E-09
PF3D7_1314800	InterproscanData_RSRC	PS50053	UBIQUITIN_2	90	165	1.10E+01
PF3D7_1314800	InterproscanData_RSRC	SSF54236	53295	64	162	1.40E-12
PF3D7_1314900	InterproscanData_RSRC	PS50089	ZF_RING_2	357	396	9.70E+00
PF3D7_1314900	InterproscanData_RSRC	SSF57889	50894	349	396	2.00E-12
PF3D7_1314900	InterproscanData_RSRC	PF07975	C1_4	357	397	1.50E-14
PF3D7_1314900	InterproscanData_RSRC	PIRSF015919		1	399	0.00E+00
PF3D7_1314900	InterproscanData_RSRC	SSF53300	53249	80	258	3.30E-20
PF3D7_1314900	InterproscanData_RSRC	SM01047	C1_4	356	398	1.40E-16
PF3D7_1314900	InterproscanData_RSRC	PF04056	Ssl1	90	280	3.60E-41
PF3D7_1314900	InterproscanData_RSRC	PS50234	VWFA	85	261	1.10E+01
PF3D7_1314900	InterproscanData_RSRC	SM00327	VWA	83	259	1.60E-06
PF3D7_1315100	InterproscanData_RSRC	PF00069	Pkinase	108	361	7.50E-68
PF3D7_1315100	InterproscanData_RSRC	PS50011	PROTEIN_KINASE_DOM	107	361	4.90E+01
PF3D7_1315100	InterproscanData_RSRC	SSF56112	53164	92	364	8.60E-82
PF3D7_1315100	InterproscanData_RSRC	SM00220	S_TKc	107	361	1.50E-87
PF3D7_1315400	InterproscanData_RSRC	PS50103	ZF_C3H1	44	72	1.00E+01
PF3D7_1315400	InterproscanData_RSRC	SSF50978	49784	150	404	2.40E-13
PF3D7_1315400	InterproscanData_RSRC	SSF50978	49784	68	117	2.40E-13
PF3D7_1315600	InterproscanData_RSRC	PIRSF000848		1	209	6.70E-42
PF3D7_1315600	InterproscanData_RSRC	PF01066	CDP-OH_P_transf	10	158	3.70E-19
PF3D7_1315700	InterproscanData_RSRC	PIRSF017269		1	309	0.00E+00
PF3D7_1315700	InterproscanData_RSRC	PS51620	SAM_TRM61	5	300	7.50E+01
PF3D7_1315700	InterproscanData_RSRC	PF08704	GCD14	57	298	5.70E-52
PF3D7_1315700	InterproscanData_RSRC	SSF53335	53229	1	299	1.90E-68
PF3D7_1315800	InterproscanData_RSRC	PS50090	MYB_LIKE	328	381	4.30E+00
PF3D7_1315800	InterproscanData_RSRC	PS50090	MYB_LIKE	242	266	4.50E+00
PF3D7_1315800	InterproscanData_RSRC	PS50090	MYB_LIKE	268	320	7.40E+00
PF3D7_1315800	InterproscanData_RSRC	PF13921	Myb_DNA-bind_6	276	344	3.40E-10
PF3D7_1315800	InterproscanData_RSRC	SSF46689	53366	251	328	1.10E-09
PF3D7_1315800	InterproscanData_RSRC	SM00717	SANT	272	322	2.70E-09
PF3D7_1315800	InterproscanData_RSRC	SM00717	SANT	109	268	6.30E+01
PF3D7_1315900	InterproscanData_RSRC	SSF48371	53212	1027	1054	1.20E-29
PF3D7_1315900	InterproscanData_RSRC	SSF48371	53212	569	732	1.20E-29
PF3D7_1315900	InterproscanData_RSRC	SSF48371	53212	1	315	1.20E-29
PF3D7_1315900	InterproscanData_RSRC	SSF48371	53212	835	921	1.20E-29
PF3D7_1315900	InterproscanData_RSRC	SSF48371	53212	422	525	1.20E-29
PF3D7_1315900	InterproscanData_RSRC	SSF48371	53212	1086	1226	1.20E-29
PF3D7_1315900	InterproscanData_RSRC	PF08389	Xpo1	95	240	3.00E-23
PF3D7_1316000	InterproscanData_RSRC	PS50011	PROTEIN_KINASE_DOM	14	323	3.90E+01
PF3D7_1316000	InterproscanData_RSRC	SM00220	S_TKc	14	323	9.90E-66
PF3D7_1316000	InterproscanData_RSRC	SSF56112	53164	8	326	7.90E-69
PF3D7_1316000	InterproscanData_RSRC	PF00069	Pkinase	14	323	2.40E-53
PF3D7_1316100	InterproscanData_RSRC	PF03770	IPK	292	472	4.40E-48
PF3D7_1316100	InterproscanData_RSRC	SSF56104	52189	6	76	3.00E-60
PF3D7_1316100	InterproscanData_RSRC	SSF56104	52189	290	475	3.00E-60
PF3D7_1316200	InterproscanData_RSRC	PF00025	Arf	29	199	6.80E-23
PF3D7_1316200	InterproscanData_RSRC	PS51417	ARF	24	210	9.40E+00
PF3D7_1316200	InterproscanData_RSRC	SM00177	ARF	21	204	1.50E-07
PF3D7_1316200	InterproscanData_RSRC	SSF52540	53350	33	201	9.30E-21
PF3D7_1316500	InterproscanData_RSRC	SSF51045	52570	260	294	1.50E-09
PF3D7_1316500	InterproscanData_RSRC	PS50020	WW_DOMAIN_2	303	330	9.90E+00
PF3D7_1316500	InterproscanData_RSRC	PF01846	FF	439	490	3.80E-12
PF3D7_1316500	InterproscanData_RSRC	PF01846	FF	647	702	1.60E-07
PF3D7_1316500	InterproscanData_RSRC	SSF51045	52570	302	333	4.90E-07
PF3D7_1316500	InterproscanData_RSRC	SSF81698	52247	638	709	3.90E-10
PF3D7_1316500	InterproscanData_RSRC	SM00456	WW	298	330	7.40E-02
PF3D7_1316500	InterproscanData_RSRC	SM00456	WW	256	288	3.70E-04
PF3D7_1316500	InterproscanData_RSRC	PS50020	WW_DOMAIN_2	260	288	1.20E+01
PF3D7_1316500	InterproscanData_RSRC	SM00441	FF	645	705	7.20E-03
PF3D7_1316500	InterproscanData_RSRC	SM00441	FF	437	493	6.90E-07
PF3D7_1316500	InterproscanData_RSRC	SM00441	FF	573	628	3.60E+01
PF3D7_1316500	InterproscanData_RSRC	SSF81698	52247	433	500	8.00E-12
PF3D7_1316500	InterproscanData_RSRC	PF00397	WW	260	286	1.10E-05
PF3D7_1316600	InterproscanData_RSRC	PF01467	CTP_transf_2	621	765	3.20E-22
PF3D7_1316600	InterproscanData_RSRC	PF01467	CTP_transf_2	36	180	9.30E-19
PF3D7_1316600	InterproscanData_RSRC	SSF52374	53312	34	180	1.60E-20
PF3D7_1316600	InterproscanData_RSRC	TIGR00125	TIGR00125	619	685	8.90E-19
PF3D7_1316600	InterproscanData_RSRC	TIGR00125	TIGR00125	34	100	3.90E-15
PF3D7_1316600	InterproscanData_RSRC	SSF52374	53312	619	765	1.50E-22
PF3D7_1316700	InterproscanData_RSRC	SSF49899	53316	455	610	3.40E-05
PF3D7_1316800	InterproscanData_RSRC	PF03908	Sec20	144	232	1.20E-12
PF3D7_1316900	InterproscanData_RSRC	PF10513	EPL1	12	212	1.60E-09
PF3D7_1317000	InterproscanData_RSRC	PS50271	ZF_UBP	105	166	1.60E+01
PF3D7_1317000	InterproscanData_RSRC	PF00443	UCH	208	618	3.00E-27
PF3D7_1317000	InterproscanData_RSRC	SSF57850	52291	87	180	1.20E-17
PF3D7_1317000	InterproscanData_RSRC	SM00290	ZnF_UBP	106	155	1.10E-05
PF3D7_1317000	InterproscanData_RSRC	SSF54001	53371	203	335	1.50E-50
PF3D7_1317000	InterproscanData_RSRC	SSF54001	53371	429	631	1.50E-50
PF3D7_1317000	InterproscanData_RSRC	PF02148	zf-UBP	110	167	1.20E-07
PF3D7_1317100	InterproscanData_RSRC	PS50051	MCM_2	516	722	9.00E+01
PF3D7_1317100	InterproscanData_RSRC	SSF50249	53338	203	452	6.70E-52
PF3D7_1317100	InterproscanData_RSRC	SSF52540	53350	812	920	2.00E-34
PF3D7_1317100	InterproscanData_RSRC	SSF52540	53350	526	727	2.00E-34
PF3D7_1317100	InterproscanData_RSRC	SM00350	MCM	290	909	0.00E+00
PF3D7_1317100	InterproscanData_RSRC	PF14551	MCM_N	123	310	4.40E-17
PF3D7_1317100	InterproscanData_RSRC	PF00493	MCM	505	753	5.20E-105
PF3D7_1317100	InterproscanData_RSRC	PF00493	MCM	774	905	1.40E-20
PF3D7_1317400	InterproscanData_RSRC	SSF90209	52255	3	27	1.90E-05
PF3D7_1317000	InterproscanData_RSRC	PS50235	UCH_2_3	208	633	1.50E+01
PF3D7_1317200	InterproscanData_RSRC	PF00847	AP2	1052	1101	5.00E-13
PF3D7_1317300	InterproscanData_RSRC	SSF54928	53313	95	149	1.30E-07
PF3D7_1317300	InterproscanData_RSRC	PF13893	RRM_5	110	149	8.00E-06
PF3D7_1317400	InterproscanData_RSRC	PS50199	ZF_RANBP2_2	1	30	8.40E+00
PF3D7_1317800	InterproscanData_RSRC	SSF54570	37627	48	130	1.10E-28
PF3D7_1317800	InterproscanData_RSRC	TIGR01025	TIGR01025	12	145	1.70E-63
PF3D7_1317800	InterproscanData_RSRC	PF00203	Ribosomal_S19	47	128	1.90E-29
PF3D7_1317800	InterproscanData_RSRC	PIRSF002144		1	145	4.70E-69
PF3D7_1317900	InterproscanData_RSRC	PF03914	CBF	681	906	4.70E-15
PF3D7_1318100	InterproscanData_RSRC	TIGR02008	TIGR02008	99	191	1.40E-39
PF3D7_1318100	InterproscanData_RSRC	PS51085	2FE2S_FER_2	99	189	1.30E+01
PF3D7_1318100	InterproscanData_RSRC	PF00111	Fer2	107	178	7.80E-18
PF3D7_1318100	InterproscanData_RSRC	SSF54292	52773	87	192	1.40E-33
PF3D7_1318200	InterproscanData_RSRC	SSF69593	39877	67	399	4.50E-79
PF3D7_1318200	InterproscanData_RSRC	PF01553	Acyltransferase	185	310	7.30E-12
PF3D7_1318200	InterproscanData_RSRC	PIRSF000431		1	400	0.00E+00
PF3D7_1318400	InterproscanData_RSRC	SSF75553	38317	484	705	6.90E-36
PF3D7_1318400	InterproscanData_RSRC	SSF52540	53350	1089	1175	2.50E-39
PF3D7_1318400	InterproscanData_RSRC	SSF52540	53350	1	182	2.50E-39
PF3D7_1318400	InterproscanData_RSRC	PF02463	SMC_N	2	1178	8.80E-41
PF3D7_1318400	InterproscanData_RSRC	PF06470	SMC_hinge	524	654	2.20E-17
PF3D7_1318400	InterproscanData_RSRC	SM00968	SMC_hinge	524	655	1.20E-12
PF3D7_1318600	InterproscanData_RSRC	PF00085	Thioredoxin	45	149	4.40E-08
PF3D7_1318600	InterproscanData_RSRC	SSF52833	53320	18	153	1.80E-10
PF3D7_1318800	InterproscanData_RSRC	PS50076	DNAJ_2	129	194	1.80E+01
PF3D7_1318800	InterproscanData_RSRC	SSF46565	50633	124	210	8.90E-24
PF3D7_1318800	InterproscanData_RSRC	SM00611	SEC63	241	564	1.00E-17
PF3D7_1318800	InterproscanData_RSRC	SM00973	Sec63	249	563	1.10E-50
PF3D7_1318800	InterproscanData_RSRC	PF02889	Sec63	241	563	1.50E-44
PF3D7_1318800	InterproscanData_RSRC	SSF81296	52468	453	565	9.80E-21
PF3D7_1318800	InterproscanData_RSRC	PF00226	DnaJ	129	191	3.70E-21
PF3D7_1318800	InterproscanData_RSRC	SM00271	DnaJ	128	186	5.50E-22
PF3D7_1319100	InterproscanData_RSRC	PF04424	DUF544	84	207	7.70E-29
PF3D7_1319200	InterproscanData_RSRC	PF07709	SRR	121	134	1.00E-01
PF3D7_1319200	InterproscanData_RSRC	PF07709	SRR	191	204	1.10E-01
PF3D7_1319200	InterproscanData_RSRC	PF07709	SRR	149	162	9.60E-02
PF3D7_1319200	InterproscanData_RSRC	PF07709	SRR	177	190	9.60E-02
PF3D7_1319200	InterproscanData_RSRC	PF07709	SRR	163	176	9.60E-02
PF3D7_1319200	InterproscanData_RSRC	PF07709	SRR	135	148	9.60E-02
PF3D7_1319200	InterproscanData_RSRC	PF07709	SRR	114	124	4.60E+01
PF3D7_1319200	InterproscanData_RSRC	SSF48452	52670	299	487	1.60E-08
PF3D7_1319300	InterproscanData_RSRC	PF02005	TRM	303	457	8.00E-30
PF3D7_1319300	InterproscanData_RSRC	PF02005	TRM	59	175	2.10E-22
PF3D7_1319300	InterproscanData_RSRC	PF02005	TRM	557	696	5.90E-20
PF3D7_1319300	InterproscanData_RSRC	PS51626	SAM_MT_TRM1	51	695	9.60E+01
PF3D7_1319300	InterproscanData_RSRC	SSF53335	53229	52	172	5.60E-81
PF3D7_1319300	InterproscanData_RSRC	SSF53335	53229	305	441	5.60E-81
PF3D7_1319300	InterproscanData_RSRC	SSF53335	53229	577	696	5.60E-81
PF3D7_1319600	InterproscanData_RSRC	PF14733	ACDC	1542	1630	8.20E-15
PF3D7_1319700	InterproscanData_RSRC	SSF48371	53212	328	708	5.50E-54
PF3D7_1319700	InterproscanData_RSRC	SSF48371	53212	7	195	5.50E-54
PF3D7_1319700	InterproscanData_RSRC	SSF48371	53212	280	296	5.50E-54
PF3D7_1320200	InterproscanData_RSRC	PF00566	RabGAP-TBC	303	501	4.20E-27
PF3D7_1320200	InterproscanData_RSRC	SSF47923	46806	418	534	3.10E-23
PF3D7_1320200	InterproscanData_RSRC	SM00164	TBC	133	505	2.70E-19
PF3D7_1320200	InterproscanData_RSRC	SSF47923	46806	45	94	4.70E-30
PF3D7_1320200	InterproscanData_RSRC	SSF47923	46806	172	206	4.70E-30
PF3D7_1320200	InterproscanData_RSRC	SSF47923	46806	342	440	4.70E-30
PF3D7_1320200	InterproscanData_RSRC	PS50086	TBC_RABGAP	55	481	2.30E+01
PF3D7_1320400	InterproscanData_RSRC	SSF51306	44449	164	202	6.80E-29
PF3D7_1320400	InterproscanData_RSRC	SSF51306	44449	246	348	6.80E-29
PF3D7_1320500	InterproscanData_RSRC	PS50192	T_SNARE	146	208	1.10E+01
PF3D7_1320500	InterproscanData_RSRC	SM00397	t_SNARE	14	81	7.90E-06
PF3D7_1320500	InterproscanData_RSRC	SM00397	t_SNARE	142	208	9.90E+00
PF3D7_1320500	InterproscanData_RSRC	PS50192	T_SNARE	19	81	9.90E+00
PF3D7_1320600	InterproscanData_RSRC	PF00071	Ras	13	174	1.10E-60
PF3D7_1320600	InterproscanData_RSRC	SM00176	RAN	17	207	9.20E-06
PF3D7_1320600	InterproscanData_RSRC	SM00175	RAB	12	176	1.50E-106
PF3D7_1320600	InterproscanData_RSRC	PS51419	RAB	4	216	3.60E+01
PF3D7_1320600	InterproscanData_RSRC	TIGR00231	TIGR00231	10	167	2.80E-38
PF3D7_1320600	InterproscanData_RSRC	SM00174	RHO	14	172	1.10E-11
PF3D7_1320600	InterproscanData_RSRC	SM00173	RAS	9	176	4.10E-26
PF3D7_1320600	InterproscanData_RSRC	SSF52540	53350	8	199	3.70E-59
PF3D7_1320800	InterproscanData_RSRC	PF00198	2-oxoacid_dh	190	418	4.60E-82
PF3D7_1320800	InterproscanData_RSRC	PF00364	Biotin_lipoyl	47	119	8.20E-20
PF3D7_1320800	InterproscanData_RSRC	PS50968	BIOTINYL_LIPOYL	46	119	1.50E+01
PF3D7_1320800	InterproscanData_RSRC	TIGR01347	TIGR01347	47	420	0.00E+00
PF3D7_1320800	InterproscanData_RSRC	SSF52777	51016	192	419	4.40E-85
PF3D7_1320800	InterproscanData_RSRC	SSF51230	51241	43	128	4.30E-23
PF3D7_1320900	InterproscanData_RSRC	SM00360	RRM	9	82	1.20E-25
PF3D7_1320900	InterproscanData_RSRC	PF00076	RRM_1	10	80	9.60E-23
PF3D7_1320900	InterproscanData_RSRC	SSF54928	53313	9	88	4.80E-29
PF3D7_1320900	InterproscanData_RSRC	PS50102	RRM	8	86	1.90E+01
PF3D7_1321100	InterproscanData_RSRC	PS50011	PROTEIN_KINASE_DOM	1716	2126	9.70E+00
PF3D7_1321100	InterproscanData_RSRC	SSF56112	53164	1932	2037	8.00E-12
PF3D7_1321200	InterproscanData_RSRC	PF12907	zf-met2	36	73	2.60E-19
PF3D7_1321200	InterproscanData_RSRC	SSF118359	50724	2	73	4.60E-23
PF3D7_1321400	InterproscanData_RSRC	PF01529	zf-DHHC	84	256	1.90E-33
PF3D7_1321400	InterproscanData_RSRC	PS50216	ZF_DHHC	127	177	2.70E+01
PF3D7_1321500	InterproscanData_RSRC	SSF109604	53263	776	1114	3.40E-98
PF3D7_1321500	InterproscanData_RSRC	PF00233	PDEase_I	846	1074	6.30E-60
PF3D7_1321500	InterproscanData_RSRC	SM00471	HDc	844	1014	7.00E-05
PF3D7_1321500	InterproscanData_RSRC	SSF109604	53263	776	1114	3.40E-98
PF3D7_1321500	InterproscanData_RSRC	PF00233	PDEase_I	846	1074	6.30E-60
PF3D7_1321500	InterproscanData_RSRC	SM00471	HDc	844	1014	7.00E-05
PF3D7_1321600	InterproscanData_RSRC	SSF109604	53263	420	744	1.70E-86
PF3D7_1321600	InterproscanData_RSRC	PF00233	PDEase_I	487	722	1.80E-49
PF3D7_1321600	InterproscanData_RSRC	SM00471	HDc	485	652	6.00E-05
PF3D7_1321700	InterproscanData_RSRC	SM00360	RRM	768	850	6.80E-02
PF3D7_1321700	InterproscanData_RSRC	SM00360	RRM	488	561	1.50E-18
PF3D7_1321700	InterproscanData_RSRC	SM00360	RRM	587	663	6.10E-25
PF3D7_1321700	InterproscanData_RSRC	SSF54928	53313	480	567	6.20E-21
PF3D7_1321700	InterproscanData_RSRC	PS50102	RRM	487	565	1.60E+01
PF3D7_1321700	InterproscanData_RSRC	PS50102	RRM	586	667	2.10E+01
PF3D7_1321700	InterproscanData_RSRC	TIGR01622	TIGR01622	363	864	0.00E+00
PF3D7_1321700	InterproscanData_RSRC	PF13893	RRM_5	797	851	5.80E-07
PF3D7_1321700	InterproscanData_RSRC	SSF54928	53313	777	851	2.40E-28
PF3D7_1321700	InterproscanData_RSRC	SSF54928	53313	587	677	2.40E-28
PF3D7_1321700	InterproscanData_RSRC	PF00076	RRM_1	588	661	5.20E-20
PF3D7_1321700	InterproscanData_RSRC	PF00076	RRM_1	490	559	1.40E-14
PF3D7_1321800	InterproscanData_RSRC	SSF103473	42501	89	223	1.40E-06
PF3D7_1321800	InterproscanData_RSRC	PF04178	Got1	126	239	1.50E-28
PF3D7_1322100	InterproscanData_RSRC	SSF82199	48273	2040	2252	2.20E-55
PF3D7_1320100	InterproscanData_RSRC	PF02617	ClpS	105	179	2.30E-21
PF3D7_1320100	InterproscanData_RSRC	SSF54736	40877	103	182	2.10E-18
PF3D7_1322100	InterproscanData_RSRC	PS50280	SET	2119	2240	2.10E+01
PF3D7_1322100	InterproscanData_RSRC	PF00856	SET	2130	2239	3.10E-26
PF3D7_1322100	InterproscanData_RSRC	SM00317	SET	2119	2246	3.40E-41
PF3D7_1322100	InterproscanData_RSRC	PS51215	AWS	2067	2117	9.00E+00
PF3D7_1322100	InterproscanData_RSRC	SM00249	PHD	1129	1203	3.40E+00
PF3D7_1322100	InterproscanData_RSRC	SM00249	PHD	789	844	6.70E+00
PF3D7_1322100	InterproscanData_RSRC	SM00249	PHD	2425	2469	5.40E-02
PF3D7_1322100	InterproscanData_RSRC	SM00249	PHD	849	893	2.30E+01
PF3D7_1322200	InterproscanData_RSRC	SSF48371	53212	1466	1532	5.60E-05
PF3D7_1322000	InterproscanData_RSRC	PF01150	GDA1_CD39	51	541	7.40E-25
PF3D7_1322200	InterproscanData_RSRC	SSF48371	53212	1357	1417	5.60E-05
PF3D7_1322200	InterproscanData_RSRC	SSF48371	53212	1643	1852	5.60E-05
PF3D7_1322200	InterproscanData_RSRC	SSF48371	53212	518	702	3.30E-22
PF3D7_1322200	InterproscanData_RSRC	SSF48371	53212	786	1044	3.30E-22
PF3D7_1322300	InterproscanData_RSRC	PS50172	BRCT	1446	1497	9.10E+00
PF3D7_1322500	InterproscanData_RSRC	PF12796	Ank_2	49	132	1.40E-10
PF3D7_1322500	InterproscanData_RSRC	SM00248	ANK	77	106	3.00E+00
PF3D7_1322500	InterproscanData_RSRC	SM00248	ANK	44	73	1.90E-02
PF3D7_1322500	InterproscanData_RSRC	SM00248	ANK	143	172	6.10E+02
PF3D7_1322500	InterproscanData_RSRC	SM00248	ANK	110	139	8.60E+02
PF3D7_1322500	InterproscanData_RSRC	SM00248	ANK	174	207	4.20E+03
PF3D7_1322500	InterproscanData_RSRC	PF01529	zf-DHHC	335	591	2.60E-20
PF3D7_1322500	InterproscanData_RSRC	PS50297	ANK_REP_REGION	11	205	2.10E+01
PF3D7_1322500	InterproscanData_RSRC	SSF48403	51277	13	220	1.60E-27
PF3D7_1322500	InterproscanData_RSRC	PS50088	ANK_REPEAT	44	76	1.00E+01
PF3D7_1322500	InterproscanData_RSRC	PS50216	ZF_DHHC	473	523	2.10E+01
PF3D7_1323000	InterproscanData_RSRC	SSF54637	53213	86	221	1.90E-44
PF3D7_1323000	InterproscanData_RSRC	TIGR01750	TIGR01750	87	225	2.10E-49
PF3D7_1323000	InterproscanData_RSRC	PF07977	FabA	96	221	1.10E-34
PF3D7_1323100	InterproscanData_RSRC	PIRSF002162		2	186	2.50E-31
PF3D7_1323100	InterproscanData_RSRC	SSF56053	43294	87	182	2.60E-24
PF3D7_1323100	InterproscanData_RSRC	PF00347	Ribosomal_L6	12	85	4.00E-14
PF3D7_1323100	InterproscanData_RSRC	PF00347	Ribosomal_L6	98	177	2.60E-09
PF3D7_1323100	InterproscanData_RSRC	SSF56053	43294	1	85	6.70E-19
PF3D7_1323200	InterproscanData_RSRC	PF03179	V-ATPase_G	8	109	7.10E-25
PF3D7_1323300	InterproscanData_RSRC	PF00583	Acetyltransf_1	261	322	4.10E-07
PF3D7_1323300	InterproscanData_RSRC	SSF55729	53292	240	317	2.10E-13
PF3D7_1323400	InterproscanData_RSRC	PF00276	Ribosomal_L23	110	186	1.10E-13
PF3D7_1323400	InterproscanData_RSRC	PF03939	Ribosomal_L23eN	47	99	2.30E-07
PF3D7_1323400	InterproscanData_RSRC	SSF54189	52820	108	182	8.30E-22
PF3D7_1323500	InterproscanData_RSRC	PF14543	TAXi_N	100	236	6.10E-14
PF3D7_1323500	InterproscanData_RSRC	SSF50630	50640	84	277	1.40E-56
PF3D7_1323500	InterproscanData_RSRC	SSF50630	50640	440	515	1.40E-56
PF3D7_1323500	InterproscanData_RSRC	SSF50630	50640	326	397	1.40E-56
PF3D7_1323500	InterproscanData_RSRC	SSF50630	50640	16	50	1.40E-56
PF3D7_1323500	InterproscanData_RSRC	PF00026	Asp	328	513	7.60E-08
PF3D7_1323700	InterproscanData_RSRC	PF11677	DUF3273	9	276	7.80E-106
PF3D7_1323800	InterproscanData_RSRC	PF04129	Vps52	637	781	3.60E-12
PF3D7_1323800	InterproscanData_RSRC	PF04129	Vps52	156	411	5.30E-21
PF3D7_1323900	InterproscanData_RSRC	PF13862	BCIP	123	320	5.80E-41
PF3D7_1324000	InterproscanData_RSRC	PF00733	Asn_synthase	1227	1310	6.10E-07
PF3D7_1324000	InterproscanData_RSRC	PF00733	Asn_synthase	595	701	1.00E-05
PF3D7_1324000	InterproscanData_RSRC	SSF52402	52923	1224	1316	4.20E-06
PF3D7_1324000	InterproscanData_RSRC	SSF52402	52923	1386	1420	4.20E-06
PF3D7_1324000	InterproscanData_RSRC	SSF52402	52923	592	683	1.50E-05
PF3D7_1324100	InterproscanData_RSRC	SSF47954	52578	239	357	7.80E-05
PF3D7_1324200	InterproscanData_RSRC	PF06991	Prp19_bind	210	491	8.30E-40
PF3D7_1324400	InterproscanData_RSRC	PS50904	PRELI_MSF1	1	173	3.00E+01
PF3D7_1324400	InterproscanData_RSRC	PF04707	PRELI	16	167	2.10E-33
PF3D7_1324500	InterproscanData_RSRC	PF06733	DEAD_2	226	430	6.10E-44
PF3D7_1324500	InterproscanData_RSRC	SSF52540	53350	377	415	1.00E-06
PF3D7_1324500	InterproscanData_RSRC	SSF52540	53350	222	277	1.00E-06
PF3D7_1324500	InterproscanData_RSRC	SSF52540	53350	85	113	1.00E-06
PF3D7_1324500	InterproscanData_RSRC	PF13307	Helicase_C_2	822	1022	4.00E-41
PF3D7_1324500	InterproscanData_RSRC	SM00488	DEXDc2	72	452	8.50E-12
PF3D7_1324500	InterproscanData_RSRC	PS51193	HELICASE_ATP_BIND_2	7	460	1.60E+01
PF3D7_1324500	InterproscanData_RSRC	SM00491	HELICc2	834	1010	5.20E-17
PF3D7_1324700	InterproscanData_RSRC	PF00957	Synaptobrevin	159	215	5.30E-17
PF3D7_1324700	InterproscanData_RSRC	PS50859	LONGIN	23	124	1.30E+01
PF3D7_1324700	InterproscanData_RSRC	PS50892	V_SNARE	161	221	1.60E+01
PF3D7_1324700	InterproscanData_RSRC	SSF64356	52690	19	161	1.30E-33
PF3D7_1324800	InterproscanData_RSRC	SSF53244	52865	483	504	1.30E-12
PF3D7_1324800	InterproscanData_RSRC	SSF53244	52865	344	428	1.30E-12
PF3D7_1324800	InterproscanData_RSRC	PF08245	Mur_ligase_M	100	249	4.40E-09
PF3D7_1324800	InterproscanData_RSRC	SSF53623	52866	60	302	4.20E-70
PF3D7_1324800	InterproscanData_RSRC	TIGR01499	TIGR01499	80	503	1.30E-75
PF3D7_1324900	InterproscanData_RSRC	PF02866	Ldh_1_C	153	310	3.70E-30
PF3D7_1324900	InterproscanData_RSRC	SSF51735	53383	6	149	4.70E-42
PF3D7_1324900	InterproscanData_RSRC	PIRSF000102		4	315	1.40E-112
PF3D7_1324900	InterproscanData_RSRC	SSF56327	53384	151	308	5.80E-48
PF3D7_1324900	InterproscanData_RSRC	PF00056	Ldh_1_N	6	149	1.50E-44
PF3D7_1325000	InterproscanData_RSRC	SSF50182	53242	6	72	1.90E-18
PF3D7_1325000	InterproscanData_RSRC	PF01423	LSM	9	72	8.00E-14
PF3D7_1325000	InterproscanData_RSRC	SM00651	Sm	8	73	1.10E-14
PF3D7_1325100	InterproscanData_RSRC	PF13793	Pribosyltran_N	120	234	4.90E-46
PF3D7_1325100	InterproscanData_RSRC	SSF53271	52114	183	425	9.20E-57
PF3D7_1325100	InterproscanData_RSRC	PF14572	Pribosyl_synth	319	433	3.10E-31
PF3D7_1325100	InterproscanData_RSRC	TIGR01251	TIGR01251	120	434	1.50E-111
PF3D7_1325200	InterproscanData_RSRC	PF00056	Ldh_1_N	8	152	6.10E-23
PF3D7_1325200	InterproscanData_RSRC	SSF51735	53383	6	153	2.10E-28
PF3D7_1325200	InterproscanData_RSRC	PIRSF000102		6	327	7.10E-124
PF3D7_1325200	InterproscanData_RSRC	SSF56327	53384	153	320	5.80E-47
PF3D7_1325200	InterproscanData_RSRC	PF02866	Ldh_1_C	157	319	3.40E-27
PF3D7_1325500	InterproscanData_RSRC	SSF88697	52864	247	305	3.70E-05
PF3D7_1325500	InterproscanData_RSRC	SSF53335	53229	309	637	4.10E-08
PF3D7_1325600	InterproscanData_RSRC	PS50293	TPR_REGION	66	99	8.80E+00
PF3D7_1325600	InterproscanData_RSRC	PF14853	Fis1_TPR_C	67	118	3.90E-18
PF3D7_1325600	InterproscanData_RSRC	PS50005	TPR	66	99	8.00E+00
PF3D7_1325600	InterproscanData_RSRC	PIRSF008835		1	139	5.00E-47
PF3D7_1325600	InterproscanData_RSRC	SSF48452	52670	10	137	8.40E-31
PF3D7_1326100	InterproscanData_RSRC	PF00400	WD40	273	293	6.70E-03
PF3D7_1326100	InterproscanData_RSRC	PS50082	WD_REPEATS_2	273	302	1.00E+01
PF3D7_1326100	InterproscanData_RSRC	SSF50978	49784	17	332	3.90E-23
